queue_cell,threshold,latency_ms,block,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,fills_prevented,surviving_fills,favourable_fills_sacrificed,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,avoidance_efficiency_ticks,avoidance_efficiency_lift,net_markout_lift_over_random,cancel_too_late_rate,catastrophic_25_avoided,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_lift
conservative,0.5,0,992883,3592,2798,1097,0.3054008909,321,2477,41,16078,864.5,15213.5,4.235384187,18.59803355,1.007167768,0.8266675724,0.6980244591,192,0.9230943704,120,0.8314636792,51,0.8615156125
conservative,0.5,0,992884,3600,2909,1142,0.3172222222,338,2571,50,17012,1304,15708,4.363333333,13.04601227,0.6295094102,0.8292428145,0.6987522282,187,0.8666759073,130,0.8553869678,55,0.8023016749
conservative,0.5,0,992885,3600,2822,1084,0.3011111111,171,2651,7,9178,3.5,9174.5,2.548472222,2622.285714,245.7126312,1.006642484,0.8416666667,105,0.9489633174,72,0.9475363049,34,1.119958913
conservative,0.5,0,992886,3600,2737,1008,0.28,321,2416,43,16228,1335.5,14892.5,4.136805556,12.15125421,0.7760070967,0.8692032548,0.6707692308,190,0.8771148634,118,0.8440642706,46,0.7528177899
conservative,0.5,0,992887,3600,2692,854,0.2372222222,148,2544,9,5594.5,296.5,5298,1.471666667,18.86846543,0.3944716195,0.5811046313,0.8246445498,77,0.729842401,40,0.6088431528,5,0.1656574607
conservative,0.5,0,992888,3600,2562,817,0.2269444444,126,2436,8,5445,4,5441,1.511388889,1361.25,53.3219477,0.7445265463,0.8417085427,86,0.9693274205,51,0.8577336642,7,0.3429718876
conservative,0.5,0,992889,3600,2284,793,0.2202777778,75,2209,6,1966.5,104,1862.5,0.5173611111,18.90865385,0.5065488454,0.3922851524,0.9051833123,27,0.4962220881,25,0.6591630592,1,0.08506517691
conservative,0.5,0,992890,3600,2472,1008,0.28,104,2368,5,5556.5,2.5,5554,1.542777778,2222.6,63.1924468,0.8832278996,0.8931140802,75,0.9672774323,36,0.780029451,17,0.8033338431
conservative,0.5,0,992891,3600,2471,1038,0.2883333333,95,2376,17,3534,237.5,3296.5,0.9156944444,14.88,0.3722395574,0.6435596153,0.9059405941,37,0.5661114551,18,0.4576632196,8,0.5685360943
conservative,0.5,0,992892,3596,2756,966,0.2686318131,159,2597,10,6386.5,501,5885.5,1.636679644,12.74750499,0.5213395377,0.6381202884,0.8319238901,92,0.8107100491,46,0.590617284,11,0.3659628919
conservative,0.5,0,992893,3600,2575,961,0.2669444444,218,2357,32,11361,472,10889,3.024722222,24.06991525,1.013622952,0.9256805231,0.7693121693,101,0.6936073181,78,0.8437090433,36,1.002899429
conservative,0.5,0,992894,3600,2565,994,0.2761111111,121,2444,12,8536.5,479,8057.5,2.238194444,17.82150313,0.4835979808,1.063437952,0.8769074262,84,0.9466566491,54,0.8873726696,29,1.333518582
conservative,0.5,0,992895,3600,2725,954,0.265,175,2550,25,9480,33.5,9446.5,2.624027778,282.9850746,6.433209971,0.942116657,0.8144220573,104,0.8917558213,68,0.8787196206,26,0.7726281352
conservative,0.5,0,992896,3600,3214,1429,0.3969444444,665,2549,195,55746,14626,41120,11.42222222,3.811431697,1.247014018,1.054723953,0.5260156807,353,0.8955791052,304,0.914855008,191,0.9645964441
conservative,0.5,0,992897,3600,3248,1493,0.4147222222,732,2516,197,49560,14651.5,34908.5,9.696805556,3.382588813,0.7242798368,0.7253451081,0.4982864976,412,0.9209618587,324,0.8918358215,175,0.780404756
conservative,0.5,0,992898,3600,3012,1196,0.3322222222,496,2516,108,31083,6974,24109,6.696944444,4.45698308,0.504295362,0.6733827477,0.5771526002,300,0.9145452779,225,0.9121032344,101,0.7590725806
conservative,0.5,0,992899,3600,3047,1053,0.2925,301,2746,56,16470.5,2425.5,14045,3.901388889,6.790558648,0.5963455764,0.7340583668,0.7100192678,173,0.9097484575,117,0.8057020815,64,0.8221663828
conservative,0.5,0,992900,3600,3093,1292,0.3588888889,521,2572,153,33931,10175.5,23755.5,6.59875,3.334578153,0.6476157915,0.6971126699,0.5861795075,320,0.9353674476,224,0.8629538613,125,0.8092503093
conservative,0.5,0,992901,3596,2932,1219,0.3389877642,417,2515,72,24116.5,2886,21230.5,5.903921023,8.356375606,0.5820757082,0.740043885,0.6507537688,272,0.9634658017,192,0.8794694538,80,0.700490666
conservative,0.5,0,992902,3600,2916,1021,0.2836111111,294,2622,21,17622.5,2184.5,15438,4.288333333,8.067063401,0.570230209,0.7828148307,0.7083333333,190,0.937090898,136,0.9095738093,55,0.6580340218
conservative,0.5,0,992903,3600,3058,1232,0.3422222222,430,2628,92,26572,4331,22241,6.178055556,6.135303625,0.8392223107,0.8607641494,0.6457990115,275,0.9502904152,199,0.8996910067,100,0.835678955
conservative,0.5,0,992904,3600,3128,1255,0.3486111111,415,2713,81,28261,2990.5,25270.5,7.019583333,9.450259154,0.8363718006,0.8226353946,0.6639676113,287,0.9652919577,213,0.9274728028,90,0.7015113193
conservative,0.5,0,992905,3600,3094,1127,0.3130555556,355,2739,60,20691.5,3174,17517.5,4.865972222,6.519061122,0.7633974662,0.8022239568,0.6790235081,209,0.9125942025,156,0.9338028169,78,0.8874783952
conservative,0.5,0,992906,3600,3040,1028,0.2855555556,323,2717,53,17253,2544.5,14708.5,4.085694444,6.780506976,0.8119149238,0.7964979757,0.6827111984,195,0.9618941916,129,0.8759867583,53,0.7745706978
conservative,0.5,0,992907,3600,3312,1552,0.4311111111,783,2529,200,67687.5,17477.5,50210,13.94722222,3.872836504,1.093386614,1.051130671,0.4821428571,502,0.9885485563,406,0.9824561404,256,1.015807293
conservative,0.5,0,992908,3600,3126,1326,0.3683333333,558,2568,109,37252.5,5772.5,31480,8.744444444,6.453443049,0.8220195179,0.8692439962,0.5671062839,359,0.9358641429,271,0.8993973908,138,0.8421533488
conservative,0.5,0,992909,3600,3084,1258,0.3494444444,519,2565,88,33047.5,4404,28643.5,7.956527778,7.50397366,0.8769894116,0.8247340115,0.5794165316,336,0.9125128129,227,0.79159543,125,0.790185709
conservative,0.5,0,992910,3600,3252,1481,0.4113888889,741,2511,214,53582,14330,39252,10.90333333,3.739148639,0.9060101327,0.8688937717,0.4896694215,437,0.9328045495,355,0.9132331234,205,0.8898873525
conservative,0.5,0,992911,3600,3215,1514,0.4205555556,792,2423,196,54586.5,11403,43183.5,11.99541667,4.787029729,0.855964001,0.8819757902,0.4663072776,505,0.9884129384,365,0.9140409337,206,0.8576664077
conservative,0.5,0,992912,3600,2980,1176,0.3266666667,425,2555,61,29713,2288.5,27424.5,7.617916667,12.98361372,0.9379790159,0.9551998191,0.6307558645,288,0.9462925189,195,0.8529595244,81,0.7225864392
conservative,0.5,0,992913,3600,3007,1236,0.3433333333,487,2520,73,33175,3243.5,29931.5,8.314305556,10.2281486,1.124402121,0.9699468288,0.5981848185,339,1.028078771,247,0.949042242,112,0.8877384527
conservative,0.5,0,992914,3600,2932,1210,0.3361111111,409,2523,67,28265.5,2779.5,25486,7.079444444,10.16927505,0.6644901662,0.894427594,0.6560134567,268,0.9015545349,199,0.8672170986,93,0.7806668461
conservative,0.5,0,992915,3600,2949,1042,0.2894444444,289,2660,43,18989,1709.5,17279.5,4.799861111,11.10792629,0.6986909591,0.8801016693,0.7161100196,202,0.9494420794,115,0.7422375134,62,0.8270031888
conservative,0.5,0,992916,3600,3046,1074,0.2983333333,293,2753,54,20958.5,1274,19684.5,5.467916667,16.45094192,1.4732632,0.936908645,0.7220113852,187,0.905043822,149,0.9353802905,75,0.8294604604
conservative,0.5,0,992917,3600,2934,1035,0.2875,230,2704,22,12056,894,11162,3.100555556,13.48545861,1.122442167,0.7562361183,0.7720515362,139,0.8713299861,87,0.7340062112,46,0.7792828685
conservative,0.5,0,992918,3600,2776,1132,0.3144444444,253,2523,27,14940,417.5,14522.5,4.034027778,35.78443114,0.9343189059,0.7791355772,0.7716606498,173,0.9069342756,124,0.8487642982,38,0.5551912338
conservative,0.5,0,992919,3600,2893,1013,0.2813888889,214,2679,22,14006,639,13367,3.713055556,21.91862285,1.180660133,0.9484572875,0.7834008097,129,0.8515191479,92,0.8752425237,54,1.056453467
conservative,0.5,0,992920,3140,2245,800,0.2547770701,87,2158,13,3521.5,73.5,3448,1.098089172,47.91156463,1.731215183,0.5574461133,0.8897338403,47,0.7288558245,34,0.6676988751,5,0.2164815243
conservative,0.5,25,992801,614,180,60,0.09771986971,0,180,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.5,25,992802,3600,1508,633,0.1758333333,16,1492,0,417,0,417,0.1158333333,,,0.6366283308,0.9747235387,13,1.161374408,0,0,0,0
conservative,0.5,25,992803,3600,1492,710,0.1972222222,20,1472,3,426.5,1.5,425,0.1180555556,284.3333333,0.5215496494,0.6198193619,0.9718309859,12,0.9533546326,0,0,0,0
conservative,0.5,25,992804,3600,1417,491,0.1363888889,22,1395,2,462,1,461,0.1280555556,462,0.4189919569,0.5445034688,0.9546391753,8,0.6353547809,0,0,0,0
conservative,0.5,25,992805,3600,1042,422,0.1172222222,12,1030,1,66.5,0.5,66,0.01833333333,133,0.1648170077,0.1580180876,0.971563981,0,0,0,0,0,0
conservative,0.5,25,992806,3600,1786,514,0.1427777778,32,1754,5,1839.5,2.5,1837,0.5102777778,735.8,2.730284981,1.100458983,0.9377431907,14,0.7698275862,4,0.3482839314,3,0.5834059233
conservative,0.5,25,992807,3600,1593,681,0.1891666667,52,1541,1,1309.5,0.5,1309,0.3636111111,2619,5.52911908,0.7474712534,0.9234167894,20,0.7915921288,0,0,0,0
conservative,0.5,25,992808,3600,1284,612,0.17,43,1241,1,2692,0.5,2691.5,0.7476388889,5384,7.781685536,1.384868213,0.9296235679,33,1.411741187,29,2.096739681,0,0
conservative,0.5,25,992809,3600,1682,745,0.2069444444,33,1649,1,2528,0.5,2527.5,0.7020833333,5056,6.044043975,1.782490129,0.9555256065,24,1.259807134,24,2.481283422,23,6.336773137
conservative,0.5,25,992810,3600,1894,655,0.1819444444,31,1863,6,464.5,3,461.5,0.1281944444,154.8333333,1.463970006,0.378010233,0.9523809524,11,0.5671430516,0,0,0,0
conservative,0.5,25,992811,3600,2730,745,0.2069444444,134,2596,2,7462,1,7461,2.0725,7462,257.2096404,0.9937756951,0.8125874126,110,1.131840796,53,0.9471720346,9,0.4641979974
conservative,0.5,25,992812,3600,2804,945,0.2625,180,2624,24,9912.5,892,9020.5,2.505694444,11.11266816,0.6173758056,0.8599136193,0.8054054054,120,0.9309428951,69,0.8167679838,25,0.7651167867
conservative,0.5,25,992813,3600,2818,1047,0.2908333333,232,2586,27,10634.5,1144.5,9490,2.636111111,9.291830494,0.3208127466,0.7394081687,0.7769230769,152,0.9424583267,93,0.9058775544,24,0.6296268712
conservative,0.5,25,992814,3600,2731,827,0.2297222222,185,2546,9,10936,120.5,10815.5,3.004305556,90.75518672,1.091044923,1.127221133,0.7754854369,120,0.9554797516,76,1.034031635,50,1.778573754
conservative,0.5,25,992815,3600,2311,719,0.1997222222,50,2261,8,1537,82,1455,0.4041666667,18.74390244,0.1938369471,0.6750459231,0.9291784703,22,0.7449377289,10,0.5763092269,1,0.2511956522
conservative,0.5,25,992816,3600,2303,716,0.1988888889,20,2283,3,477.5,19.5,458,0.1272222222,24.48717949,0.2425192274,0.5179626692,0.9719887955,7,0.5306451613,2,0.3141882674,1,0.5140625
conservative,0.5,25,992817,3600,2023,792,0.22,96,1927,1,2772.5,0.5,2772,0.77,5545,60.42247837,0.7222632656,0.8781725888,25,0.4397520173,14,0.4114655974,4,0.7329710145
conservative,0.5,25,992818,3600,1673,467,0.1297222222,90,1583,2,1883,1,1882,0.5227777778,1883,1.505986929,0.5333743284,0.7959183673,21,0.3845977011,7,0.2957323232,4,0.7826900585
conservative,0.5,25,992819,3600,1702,742,0.2061111111,37,1665,2,1238.5,1,1237.5,0.34375,1238.5,6.247720536,0.7170659814,0.9479606188,19,0.7789661319,17,1.692640693,1,0.4423076923
conservative,0.5,25,992820,3600,1614,505,0.1402777778,0,1614,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.5,25,992821,3600,1322,381,0.1058333333,57,1265,0,681.5,0,681.5,0.1893055556,,,0.2710594311,0.848806366,7,0.2055074395,4,0.2198386963,0,0
conservative,0.5,25,992822,3600,1236,601,0.1669444444,59,1177,1,4108,0.5,4107.5,1.140972222,8216,12.65185262,1.482804778,0.9005059022,57,1.383663609,26,1.163841808,26,6.119977147
conservative,0.5,25,992823,3600,1544,485,0.1347222222,17,1527,1,171,0.5,170.5,0.04736111111,342,1.391959235,0.2491498683,0.9648760331,3,0.3096256684,0,0,0,0
conservative,0.5,25,992824,3600,1310,368,0.1022222222,3,1307,1,63,0.5,62.5,0.01736111111,126,0.4986533882,0.4745634017,0.9918478261,2,0.9261223047,0,0,0,0
conservative,0.5,25,992825,3600,1373,495,0.1375,1,1372,0,17.5,0,17.5,0.004861111111,,,0.3607164036,0.9979757085,0,0,0,0,0,0
conservative,0.5,25,992826,3600,822,270,0.075,0,822,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.5,25,992827,3600,1396,465,0.1291666667,31,1365,24,251.5,674,-422.5,-0.1173611111,0.3731454006,0.005567679864,-0.2608033917,0.9329004329,4,0.2035356297,3,0.2353602338,0,0
conservative,0.5,25,992828,3600,1378,429,0.1191666667,6,1372,0,385,0,385,0.1069444444,,,1.08724967,0.9859813084,6,1.267709292,4,1.365032194,0,0
conservative,0.5,25,992829,3600,1187,444,0.1233333333,29,1158,0,1265.5,0,1265.5,0.3515277778,,,1.11270795,0.9319248826,26,1.80680288,4,0.5785305227,0,0
conservative,0.5,25,992830,3600,1362,504,0.14,26,1336,7,2657.5,23.5,2634,0.7316666667,113.0851064,0.6742354221,2.661107345,0.9474747475,18,1.202708006,15,2.084268517,15,6.4407314
conservative,0.5,25,992831,3600,1161,562,0.1561111111,33,1128,3,1240,1.5,1238.5,0.3440277778,826.6666667,1.827528883,0.9150752747,0.9411764706,19,1.026811898,12,1.220178665,0,0
conservative,0.5,25,992832,3600,2085,822,0.2283333333,55,2030,0,955.5,0,955.5,0.2654166667,,,0.3314116771,0.9317617866,17,0.4417097638,2,0.09302844395,0,0
conservative,0.5,25,992833,3600,2171,689,0.1913888889,63,2108,2,1482.5,1,1481.5,0.4115277778,1482.5,25.06514335,0.5808898913,0.9068047337,18,0.4421138377,17,0.8527298353,0,0
conservative,0.5,25,992834,3600,2377,875,0.2430555556,107,2270,6,2467.5,47,2420.5,0.6723611111,52.5,0.2229376171,0.4651314991,0.876300578,41,0.5526778423,13,0.3417685119,0,0
conservative,0.5,25,992835,3600,1799,688,0.1911111111,15,1784,2,492.5,1,491.5,0.1365277778,492.5,3.236424057,0.6345474085,0.9781659389,6,0.6016722408,3,0.5586956522,3,1.168181818
conservative,0.5,25,992836,3600,2037,736,0.2044444444,36,2001,1,1172.5,0.5,1172,0.3255555556,2345,18.59492012,0.7858563475,0.9510204082,24,1.02490566,5,0.4094307767,0,0
conservative,0.5,25,992837,3600,1390,411,0.1141666667,3,1387,0,52.5,0,52.5,0.01458333333,,,0.4502045122,0.9927007299,0,0,0,0,0,0
conservative,0.5,25,992838,3600,1894,532,0.1477777778,19,1875,2,1246.5,1,1245.5,0.3459722222,1246.5,13.8331342,1.923120883,0.9636015326,14,1.341902834,11,2.201860072,0,0
conservative,0.5,25,992839,3600,1674,512,0.1422222222,7,1667,0,204.5,0,204.5,0.05680555556,,,0.7320188344,0.986328125,5,1.108168939,0,0,0,0
conservative,0.5,25,992840,3600,1319,472,0.1311111111,13,1306,1,262,0.5,261.5,0.07263888889,524,1.163312642,0.587404769,0.9724576271,1,0.1503133903,0,0,0,0
conservative,0.5,25,992841,3600,1228,350,0.09722222222,2,1226,0,132,0,132,0.03666666667,,,1.537183499,0.9942857143,1,0.8647887324,1,1.76945245,1,3.987012987
conservative,0.5,25,992842,3596,1771,588,0.1635150167,24,1747,1,918.5,0.5,918,0.2552836485,1837,84.89944782,0.9866043795,0.9591836735,18,1.217461045,0,0,0,0
conservative,0.5,25,992843,3600,1200,440,0.1222222222,8,1192,0,260,0,260,0.07222222222,,,0.7690790771,0.9818181818,8,1.926163724,0,0,0,0
conservative,0.5,25,992844,3600,2049,871,0.2419444444,9,2040,0,298.5,0,298.5,0.08291666667,,,1.057909198,0.9896670494,9,1.955152672,1,0.4792982456,0,0
conservative,0.5,25,992845,3600,1875,805,0.2236111111,11,1864,1,237,111.5,125.5,0.03486111111,2.125560538,0.01296145534,0.3417887544,0.986318408,1,0.1904520061,1,0.4117259552,0,0
conservative,0.5,25,992846,3600,1887,773,0.2147222222,24,1863,0,820,0,820,0.2277777778,,,0.8605684844,0.9689521345,18,1.256882771,4,0.6340725806,0,0
conservative,0.5,25,992847,3600,1344,563,0.1563888889,43,1301,19,391,9.5,381.5,0.1059722222,41.15789474,0.1921406106,0.2860729577,0.9234875445,6,0.2841437632,0,0,0,0
conservative,0.5,25,992848,3600,1401,622,0.1727777778,23,1378,1,825,0.5,824.5,0.2290277778,1650,3.612647591,0.8923342842,0.963022508,22,1.813378832,0,0,0,0
conservative,0.5,25,992849,3600,2035,906,0.2516666667,31,2004,1,873,0.5,872.5,0.2423611111,1746,72.48519543,0.7909383235,0.9653243848,6,0.3694849604,4,0.5088772193,3,1.312903226
conservative,0.5,25,992850,3600,1571,665,0.1847222222,19,1552,0,430.5,0,430.5,0.1195833333,,,0.7047856695,0.9713423831,8,0.8320423701,4,0.8658032516,0,0
conservative,0.5,25,992851,3600,1171,487,0.1352777778,2,1169,0,7,0,7,0.001944444444,,,0.127083301,0.9958333333,0,0,0,0,0,0
conservative,0.5,25,992852,3600,1019,437,0.1213888889,0,1019,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.5,25,992853,3600,1218,559,0.1552777778,2,1216,0,29,0,29,0.008055555556,,,0.3223104298,0.9964221825,0,0,0,0,0,0
conservative,0.5,25,992854,3600,1593,572,0.1588888889,49,1544,0,771.5,0,771.5,0.2143055556,,,0.5105725748,0.9141856392,11,0.5205418412,0,0,0,0
conservative,0.5,25,992855,3600,1277,590,0.1638888889,6,1271,4,21,33,-12,-0.003333333333,0.6363636364,0.001067382657,-0.04423774758,0.9898132428,0,0,0,0,0,0
conservative,0.5,25,992856,3600,1294,652,0.1811111111,17,1277,0,1438.5,0,1438.5,0.3995833333,,,1.620351244,0.9737654321,17,1.304435484,16,2.129164953,0,0
conservative,0.5,25,992857,3600,2695,1003,0.2786111111,205,2490,35,7797,546.5,7250.5,2.014027778,14.26715462,0.8325708625,0.5984539048,0.7941767068,112,0.7823540084,60,0.6428528833,17,0.4551686454
conservative,0.5,25,992858,3600,2424,915,0.2541666667,47,2377,8,1335.5,154,1181.5,0.3281944444,8.672077922,0.09413441925,0.4201719988,0.9485213582,19,0.6063829787,11,0.5753743904,0,0
conservative,0.5,25,992859,3600,3005,1219,0.3386111111,316,2689,46,20584,2347,18237,5.065833333,8.770345121,0.9086613958,0.946638443,0.7366666667,219,0.9592718166,160,0.9575324024,65,0.8230587065
conservative,0.5,25,992860,3600,2980,1235,0.3430555556,384,2596,44,22528,1838,20690,5.747222222,12.25680087,0.7981028965,0.930970124,0.6834295136,260,0.938032698,172,0.9439827911,78,1.077068505
conservative,0.5,25,992861,3600,2965,1267,0.3519444444,333,2632,54,16917,1959,14958,4.155,8.635528331,0.657779882,0.8188592721,0.7329591018,195,0.9071375451,120,0.8493390051,52,0.7996597634
conservative,0.5,25,992862,3600,3239,1475,0.4097222222,562,2677,118,58753,40548,18205,5.056944444,1.448974055,0.7637540024,0.6524271257,0.6056140351,387,1.075935644,302,1.064544495,183,1.025965147
conservative,0.5,25,992863,3600,3366,1426,0.3961111111,617,2749,165,61425.5,19457,41968.5,11.65791667,3.156987203,1.051418536,0.9370009939,0.5611664296,374,0.9828182236,322,0.9726734763,242,0.992642059
conservative,0.5,25,992864,3600,3084,1404,0.39,646,2438,105,47854.5,5868.5,41986,11.66277778,8.154468774,1.142029376,0.905853421,0.5246504783,416,0.9475102214,296,0.8637543809,169,0.8274922601
conservative,0.5,25,992865,3600,2913,1252,0.3477777778,457,2456,90,25047.5,3574,21473.5,5.964861111,7.008254057,0.5339635327,0.8364838404,0.6220016543,256,0.8624682528,184,0.8898702696,95,1.022883524
conservative,0.5,25,992866,3600,2917,1224,0.34,467,2450,53,28189,1677,26512,7.364444444,16.80918306,1.065957709,0.8549160108,0.6078925273,317,0.9965083535,191,0.8066492639,100,0.867535094
conservative,0.5,25,992867,3600,2891,1084,0.3011111111,230,2661,47,12704.5,2007.5,10697,2.971388889,6.328518057,0.590244233,0.7474443287,0.7821969697,143,0.907343678,100,0.8638876438,46,0.8502941176
conservative,0.5,25,992868,3600,2869,1143,0.3175,271,2598,23,19068,335.5,18732.5,5.203472222,56.83457526,1.749016639,1.024437095,0.756294964,204,0.998008335,131,0.8976438696,93,1.346873564
conservative,0.5,25,992869,3600,2701,810,0.225,105,2596,9,5448,420.5,5027.5,1.396527778,12.95600476,0.3993327272,0.7909415195,0.8669201521,70,0.924366872,37,0.7221403281,20,0.991283604
conservative,0.5,25,992870,3600,2779,958,0.2661111111,154,2625,14,8196.5,772,7424.5,2.062361111,10.61722798,0.3154704724,0.6584000141,0.8356456777,96,0.7913949915,69,0.7733766234,25,0.6196928072
conservative,0.5,25,992871,3600,2644,1027,0.2852777778,109,2535,19,4971,164.5,4806.5,1.335138889,30.21884498,0.7771213391,0.6561004896,0.8929273084,66,0.8180654719,35,0.6312199447,17,0.6314961294
conservative,0.5,25,992872,3600,2709,925,0.2569444444,113,2596,18,7687.5,114,7573.5,2.10375,67.43421053,2.227674424,0.9806023274,0.8754134509,79,0.9541071309,51,0.9049933514,24,1.016542106
conservative,0.5,25,992873,3600,2852,967,0.2686111111,173,2679,31,23937,4368.5,19568.5,5.435694444,5.479455191,1.392242653,1.713219232,0.8173178458,117,0.9850915468,94,1.02354136,71,1.362600685
conservative,0.5,25,992874,3600,3264,1151,0.3197222222,399,2865,96,37444,10270,27174,7.548333333,3.645959104,0.9693514693,0.9445439243,0.6450177936,253,0.9546375163,213,0.9605491126,148,1.016546404
conservative,0.5,25,992875,3600,3024,1138,0.3161111111,356,2668,84,31738.5,5450,26288.5,7.302361111,5.823577982,0.6821240055,0.8116860108,0.6801437556,218,0.8772028806,168,0.808072582,110,0.8110955056
conservative,0.5,25,992876,3600,3058,1011,0.2808333333,249,2809,20,16810.5,534,16276.5,4.52125,31.48033708,2.045773184,0.9485931902,0.7482305359,184,1.010611318,132,0.9830857694,63,0.9277108434
conservative,0.5,25,992877,3600,2831,1035,0.2875,242,2589,18,14629.5,615,14014.5,3.892916667,23.78780488,1.17148345,0.8509141777,0.7613412229,178,0.9939407089,106,0.8000159957,42,0.7049219204
conservative,0.5,25,992878,3600,2807,997,0.2769444444,241,2566,19,15884,829.5,15054.5,4.181805556,19.14888487,0.7449519774,0.8796089242,0.7518022657,171,0.9111110689,123,0.9072946531,65,1.006748256
