queue_cell,threshold,latency_ms,block,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,fills_prevented,surviving_fills,favourable_fills_sacrificed,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,avoidance_efficiency_ticks,avoidance_efficiency_lift,net_markout_lift_over_random,cancel_too_late_rate,catastrophic_25_avoided,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_lift
conservative,0.4,100,992866,3600,2917,1527,0.4241666667,717,2200,98,42880.5,3408,39472.5,10.96458333,12.58230634,0.7979094755,0.8290358628,0.5089041096,451,0.9234129232,293,0.8059659972,138,0.7797652255
conservative,0.4,100,992867,3600,2891,1318,0.3661111111,394,2497,100,20464,3933,16531,4.591944444,5.20315281,0.4852843764,0.6742913606,0.6868044515,237,0.8778407562,170,0.8573098191,73,0.7877090176
conservative,0.4,100,992868,3600,2869,1307,0.3630555556,371,2498,40,22539.5,267,22272.5,6.186805556,84.417603,2.5978516,0.8897211273,0.7041467305,269,0.9612838858,167,0.8358813318,93,0.9838348679
conservative,0.4,100,992869,3600,2701,913,0.2536111111,169,2532,14,7727.5,423,7304.5,2.029027778,18.26832151,0.5630700812,0.7139789084,0.809255079,97,0.7958306502,50,0.6063068483,27,0.8314464548
conservative,0.4,100,992870,3600,2779,1104,0.3066666667,263,2516,27,16062.5,1069.5,14993,4.164722222,15.01870033,0.4462517426,0.7785313998,0.7548928239,168,0.8109541833,117,0.7678789883,48,0.69669494
conservative,0.4,100,992871,3600,2644,1150,0.3194444444,199,2445,41,8259,481.5,7777.5,2.160416667,17.15264798,0.4411051703,0.5815068788,0.820234869,119,0.8079128396,61,0.6025816816,19,0.3865883783
conservative,0.4,100,992872,3600,2709,1068,0.2966666667,224,2485,42,13744,394,13350,3.708333333,34.88324873,1.152360507,0.8719829251,0.7814634146,146,0.8895151134,89,0.7967015174,44,0.9401501767
conservative,0.4,100,992873,3600,2852,1093,0.3036111111,289,2563,63,28474.5,8332.5,20142,5.595,3.417281728,0.868277085,1.05561671,0.7271010387,163,0.8215359929,131,0.8538805063,86,0.9880000483
conservative,0.4,100,992874,3600,3264,1406,0.3905555556,587,2677,133,60766,14245.5,46520.5,12.92236111,4.265627742,1.134102825,1.099126695,0.5686994857,390,1.000270309,319,0.9778347098,215,1.003780483
conservative,0.4,100,992875,3600,3024,1342,0.3727777778,500,2524,117,41981,7889.5,34091.5,9.469861111,5.321123012,0.6232707373,0.7494598273,0.6150885296,305,0.8738228328,240,0.8219252548,142,0.7455
conservative,0.4,100,992876,3600,3058,1188,0.33,411,2647,36,29780.5,1657,28123.5,7.812083333,17.97254074,1.167958964,0.992992283,0.6407342657,289,0.9616603337,223,1.006189698,116,1.03487429
conservative,0.4,100,992877,3600,2831,1249,0.3469444444,404,2427,37,23717,911.5,22805.5,6.334861111,26.01974767,1.281400446,0.829433842,0.6636136553,311,1.040243153,180,0.8137655701,67,0.6735975965
conservative,0.4,100,992878,3600,2807,1189,0.3302777778,406,2401,45,26136,2033.5,24102.5,6.695138889,12.85271699,0.5000112018,0.8359424725,0.6438596491,295,0.9330141654,205,0.8976108842,91,0.8366425165
conservative,0.4,100,992879,3600,2854,1232,0.3422222222,314,2540,34,19399,622,18777,5.215833333,31.18810289,1.235140133,0.9055702,0.7407101569,202,0.8873913673,135,0.8509280281,80,1.009907997
conservative,0.4,100,992880,3600,2958,1435,0.3986111111,450,2508,79,23637.5,2928.5,20709,5.7525,8.07153833,0.6148088402,0.7681686135,0.6762589928,280,0.9031076219,166,0.7970586803,78,0.8256360709
conservative,0.4,100,992881,3600,2945,1530,0.425,666,2279,97,37716,4783.5,32932.5,9.147916667,7.884603324,0.5280036553,0.7771513088,0.55,458,0.9630243653,302,0.9072149595,109,0.7247962248
conservative,0.4,100,992882,3600,2923,1497,0.4158333333,649,2274,70,32416.5,3776,28640.5,7.955694444,8.584878178,0.5679298754,0.8663237585,0.5508650519,429,0.93430974,256,0.8924041273,92,0.8741653826
conservative,0.4,100,992883,3592,2798,1354,0.3769487751,530,2268,74,29033,1577,27456,7.643652561,18.41027267,0.9969996659,0.9035832925,0.5878693624,319,0.928890924,208,0.8728799832,85,0.8696431183
conservative,0.4,100,992884,3600,2909,1351,0.3752777778,567,2342,84,28430.5,1831,26599.5,7.38875,15.52730748,0.7492393823,0.8370818759,0.5651840491,327,0.9034341673,207,0.8119387408,90,0.7826203928
conservative,0.4,100,992885,3600,2822,1232,0.3422222222,303,2519,31,15171,231.5,14939.5,4.149861111,65.53347732,6.14059828,0.9250866093,0.7495867769,187,0.9537953795,118,0.8763929024,45,0.8365447323
conservative,0.4,100,992886,3600,2737,1234,0.3427777778,514,2223,65,27837.5,2000.5,25837,7.176944444,13.91527118,0.8886612857,0.9417545643,0.5666104553,343,0.9888693201,221,0.98725126,80,0.8176434125
conservative,0.4,100,992887,3600,2692,1043,0.2897222222,307,2385,25,15012,405.5,14606.5,4.057361111,37.02096178,0.7739749055,0.7723459716,0.7001953125,167,0.7630942419,103,0.7557984545,39,0.6229152204
conservative,0.4,100,992888,3600,2562,916,0.2544444444,212,2350,19,8393.5,1347.5,7046,1.957222222,6.228942486,0.2439958461,0.5730318803,0.7607223476,132,0.8842613898,66,0.6597218971,7,0.2038417822
conservative,0.4,100,992889,3600,2284,897,0.2491666667,182,2102,20,6746,788,5958,1.655,8.560913706,0.2293405436,0.5171255118,0.7878787879,100,0.7573597193,54,0.5867275582,11,0.3855976426
conservative,0.4,100,992890,3600,2472,1092,0.3033333333,120,2352,14,5093,7,5086,1.412777778,727.5714286,20.68614181,0.7009634169,0.8843930636,70,0.7824199674,34,0.6384685506,14,0.573359841
conservative,0.4,100,992891,3600,2471,1201,0.3336111111,276,2195,40,11362,770,10592,2.942222222,14.75584416,0.3691336625,0.7117511846,0.7606244579,142,0.7478303495,73,0.6388676385,18,0.4403064861
conservative,0.4,100,992892,3596,2756,1187,0.3300889878,363,2393,26,18994.5,889,18105.5,5.034899889,21.36614173,0.8738191876,0.8598450805,0.6865284974,252,0.9726772742,161,0.9054504642,57,0.8306340318
conservative,0.4,100,992893,3600,2575,1139,0.3163888889,339,2236,54,17098.5,2216,14882.5,4.134027778,7.715929603,0.3249302401,0.8135903988,0.6918181818,201,0.8876569253,132,0.9181821129,46,0.8240802583
conservative,0.4,100,992894,3600,2565,1126,0.3127777778,223,2342,16,12273.5,345,11928.5,3.313472222,35.57536232,0.9653603995,0.8542366165,0.7994604317,165,1.00896861,91,0.8113984774,31,0.7734696458
conservative,0.4,100,992895,3600,2725,1102,0.3061111111,278,2447,45,12739.5,473.5,12266,3.407222222,26.90496304,0.6116410088,0.7700695777,0.7428307123,159,0.8582286153,92,0.7483805487,41,0.7669627657
conservative,0.4,100,992896,3600,3214,1686,0.4683333333,753,2461,205,60743,13810.5,46932.5,13.03680556,4.398320119,1.439030601,1.063129235,0.5402930403,425,0.9522365481,360,0.9567706757,216,0.9633690942
conservative,0.4,100,992897,3600,3248,1752,0.4866666667,853,2395,246,59285,17621,41664,11.57333333,3.364451507,0.7203962771,0.7429105248,0.490442055,475,0.9111714175,391,0.9235889097,217,0.8304311711
conservative,0.4,100,992898,3600,3012,1506,0.4183333333,656,2356,142,43280,7330,35950,9.986111111,5.904502046,0.6680781469,0.7592058053,0.5485203028,406,0.9358103144,285,0.8735427725,136,0.7728205747
conservative,0.4,100,992899,3600,3047,1319,0.3663888889,498,2549,96,29690,3531.5,26158.5,7.26625,8.407192411,0.7383180478,0.8263401204,0.6115444618,294,0.9344578313,217,0.9032032893,101,0.7842206389
conservative,0.4,100,992900,3600,3093,1563,0.4341666667,674,2419,196,40173,10839.5,29333.5,8.148194444,3.706167259,0.7197829328,0.6653964998,0.5524568393,405,0.9150927683,271,0.8070244186,137,0.6856007041
conservative,0.4,100,992901,3596,2932,1421,0.3951612903,574,2358,113,32856.5,4473.5,28383,7.892936596,7.344696546,0.5116057062,0.7187530685,0.5819373634,356,0.9160972099,257,0.8552179687,121,0.7697007303
conservative,0.4,100,992902,3600,2916,1246,0.3461111111,424,2492,56,24576,3161,21415,5.948611111,7.774754824,0.549568021,0.7529524675,0.6513157895,250,0.8549674901,166,0.7698189544,87,0.7217493229
conservative,0.4,100,992903,3600,3058,1610,0.4472222222,690,2368,148,45569,7369,38200,10.61111111,6.18387841,0.8458666507,0.9213244321,0.5576923077,431,0.928154533,317,0.8931387453,158,0.8228409884
conservative,0.4,100,992904,3600,3128,1530,0.425,651,2477,119,46145.5,4616.5,41529,11.53583333,9.995776021,0.884651421,0.8618112089,0.5627938214,466,0.999147983,359,0.9965133852,157,0.7801155489
conservative,0.4,100,992905,3600,3094,1405,0.3902777778,566,2528,113,32195.5,5622.5,26573,7.381388889,5.726189418,0.6705503156,0.7632661642,0.5841293167,335,0.9174621327,239,0.8973056537,113,0.8064056316
conservative,0.4,100,992906,3600,3040,1334,0.3705555556,609,2431,99,34015.5,5073.5,28942,8.039444444,6.704543215,0.8028188324,0.8312469416,0.5329754601,359,0.9392308937,240,0.8643791895,107,0.8293812278
conservative,0.4,100,992907,3600,3312,1834,0.5094444444,915,2397,254,76340.5,22485.5,53855,14.95972222,3.395099064,0.9585108652,0.9647908708,0.4786324786,557,0.9386207528,461,0.9546160483,283,0.9609448528
conservative,0.4,100,992908,3600,3126,1657,0.4602777778,791,2335,159,55815,8203.5,47611.5,13.22541667,6.803803255,0.866647312,0.9274202099,0.4993670886,535,0.9838521901,400,0.9364833045,214,0.9212629004
conservative,0.4,100,992909,3600,3084,1510,0.4194444444,657,2427,129,44410,7477.5,36932.5,10.25902778,5.939150786,0.6941085602,0.8400371942,0.5478320716,427,0.9160718907,305,0.8401933672,165,0.8239580297
conservative,0.4,100,992910,3600,3252,1722,0.4783333333,892,2360,253,67382,16582.5,50799.5,14.11097222,4.063440374,0.9845872705,0.9341522955,0.4674626866,538,0.9539922528,445,0.9509696718,265,0.9556093731
conservative,0.4,100,992911,3600,3215,1809,0.5025,911,2304,252,61018,13351,47667,13.24083333,4.57029436,0.8172097663,0.846376214,0.4806157355,536,0.9120499795,394,0.8577797852,240,0.8686988094
conservative,0.4,100,992912,3600,2980,1437,0.3991666667,589,2391,97,41192,3268.5,37923.5,10.53430556,12.60272296,0.910462213,0.953098005,0.575036075,401,0.9507162713,298,0.9405539486,129,0.8303632758
conservative,0.4,100,992913,3600,3007,1510,0.4194444444,652,2355,109,46829.5,5050.5,41779,11.60527778,9.272250272,1.019318185,1.011250739,0.5497237569,426,0.9649785457,327,0.9384641961,153,0.9058156202
conservative,0.4,100,992914,3600,2932,1442,0.4005555556,572,2360,105,39549,4243.5,35305.5,9.807083333,9.319901025,0.6089895839,0.8859580448,0.5928825623,380,0.9140460666,282,0.8787212787,142,0.8523116228
conservative,0.4,100,992915,3600,2949,1208,0.3355555556,417,2532,81,26596.5,3013.5,23583,6.550833333,8.825783972,0.555143715,0.8324583463,0.6408268734,276,0.8990585514,176,0.7872624102,81,0.7487939061
conservative,0.4,100,992916,3600,3046,1290,0.3583333333,444,2602,94,29581,1914,27667,7.685277778,15.45506792,1.38407776,0.8689996044,0.6450839329,285,0.9102433439,223,0.92382872,105,0.7663168488
conservative,0.4,100,992917,3600,2934,1219,0.3386111111,407,2527,66,23991,3116,20875,5.798611111,7.699293967,0.6408393257,0.7992364985,0.6553767993,248,0.8785226594,175,0.8343570844,91,0.8711884648
conservative,0.4,100,992918,3600,2776,1294,0.3594444444,364,2412,44,22001,772,21229,5.896944444,28.49870466,0.7440911512,0.7916265022,0.7078651685,260,0.9473756058,180,0.8563613554,57,0.5788326188
conservative,0.4,100,992919,3600,2893,1202,0.3338888889,368,2525,40,20932,1079,19853,5.514722222,19.39944393,1.044963008,0.8191735612,0.6835769561,241,0.9250979216,162,0.8962342808,75,0.8532648021
conservative,0.4,100,992920,3140,2245,877,0.2792993631,161,2084,36,6899,572,6327,2.014968153,12.06118881,0.4358136361,0.5527475747,0.8121353559,91,0.7625679348,59,0.6261049188,17,0.3977343783
conservative,0.5,0,992801,614,180,60,0.09771986971,0,180,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.5,0,992802,3600,1508,633,0.1758333333,16,1492,0,417,0,417,0.1158333333,,,0.6366283308,0.9747235387,13,1.161374408,0,0,0,0
conservative,0.5,0,992803,3600,1492,710,0.1972222222,21,1471,3,446,1.5,444.5,0.1234722222,297.3333333,0.545395413,0.6173886977,0.9704225352,12,0.9079567929,0,0,0,0
conservative,0.5,0,992804,3600,1417,491,0.1363888889,24,1393,2,511,1,510,0.1416666667,511,0.4634304978,0.5521808496,0.9505154639,9,0.6552096178,0,0,0,0
conservative,0.5,0,992805,3600,1042,422,0.1172222222,12,1030,1,66.5,0.5,66,0.01833333333,133,0.1648170077,0.1580180876,0.971563981,0,0,0,0,0,0
conservative,0.5,0,992806,3600,1786,514,0.1427777778,34,1752,6,1862,3,1859,0.5163888889,620.6666667,2.303067244,1.048130007,0.9338521401,14,0.7245436105,4,0.3277966413,3,0.5490879279
conservative,0.5,0,992807,3600,1593,681,0.1891666667,52,1541,1,1309.5,0.5,1309,0.3636111111,2619,5.52911908,0.7474712534,0.9234167894,20,0.7915921288,0,0,0,0
conservative,0.5,0,992808,3600,1284,612,0.17,43,1241,1,2692,0.5,2691.5,0.7476388889,5384,7.781685536,1.384868213,0.9296235679,33,1.411741187,29,2.096739681,0,0
conservative,0.5,0,992809,3600,1682,745,0.2069444444,34,1648,2,2528,37,2491,0.6919444444,68.32432432,0.08167626993,1.70507984,0.9541778976,24,1.222753983,24,2.408304498,23,6.150397456
conservative,0.5,0,992810,3600,1894,655,0.1819444444,32,1862,6,575,3,572,0.1588888889,191.6666667,1.81223413,0.453878484,0.9508448541,12,0.5993670886,1,0.09671160131,1,0.7891666667
conservative,0.5,0,992811,3600,2730,745,0.2069444444,140,2590,3,7708.5,20.5,7688,2.135555556,376.0243902,12.9612836,0.9801250033,0.8041958042,114,1.122727273,56,0.9578947368,10,0.4936708861
conservative,0.5,0,992812,3600,2804,945,0.2625,197,2607,26,11120,969,10151,2.819722222,11.47574819,0.6375470934,0.8841772235,0.787027027,135,0.9569336866,79,0.8544427815,28,0.7829824579
conservative,0.5,0,992813,3600,2818,1047,0.2908333333,247,2571,27,11778,1144.5,10633.5,2.95375,10.29095675,0.355308903,0.7781893784,0.7625,162,0.9434624375,99,0.9057592473,27,0.6653142243
conservative,0.5,0,992814,3600,2731,827,0.2297222222,195,2536,10,11393.5,147,11246.5,3.124027778,77.50680272,0.9317748841,1.112031335,0.7633495146,125,0.9442508229,78,1.006820276,52,1.754859438
conservative,0.5,0,992815,3600,2311,719,0.1997222222,62,2249,8,1978,82,1896,0.5266666667,24.12195122,0.2494531433,0.7093931217,0.9121813031,33,0.9011343495,11,0.5112420561,2,0.4051542777
conservative,0.5,0,992816,3600,2303,716,0.1988888889,25,2278,3,509,19.5,489.5,0.1359722222,26.1025641,0.258517878,0.4428693914,0.9649859944,7,0.424516129,2,0.2513506139,1,0.41125
conservative,0.5,0,992817,3600,2023,792,0.22,112,1911,1,3000.5,0.5,3000,0.8333333333,6001,65.39139634,0.6700030293,0.8578680203,26,0.3920075125,15,0.377876569,5,0.785326087
conservative,0.5,0,992818,3600,1673,467,0.1297222222,97,1576,2,2137.5,1,2136.5,0.5934722222,2137.5,1.7095311,0.5618057273,0.7800453515,26,0.4418059012,7,0.2743908154,4,0.7262072708
conservative,0.5,0,992819,3600,1702,742,0.2061111111,37,1665,2,1238.5,1,1237.5,0.34375,1238.5,6.247720536,0.7170659814,0.9479606188,19,0.7789661319,17,1.692640693,1,0.4423076923
conservative,0.5,0,992820,3600,1614,505,0.1402777778,0,1614,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.5,0,992821,3600,1322,381,0.1058333333,59,1263,0,690.5,0,690.5,0.1918055556,,,0.2653292865,0.8435013263,7,0.1985410856,4,0.2123865371,0,0
conservative,0.5,0,992822,3600,1236,601,0.1669444444,59,1177,1,4108,0.5,4107.5,1.140972222,8216,12.65185262,1.482804778,0.9005059022,57,1.383663609,26,1.163841808,26,6.119977147
conservative,0.5,0,992823,3600,1544,485,0.1347222222,17,1527,1,171,0.5,170.5,0.04736111111,342,1.391959235,0.2491498683,0.9648760331,3,0.3096256684,0,0,0,0
conservative,0.5,0,992824,3600,1310,368,0.1022222222,3,1307,1,63,0.5,62.5,0.01736111111,126,0.4986533882,0.4745634017,0.9918478261,2,0.9261223047,0,0,0,0
conservative,0.5,0,992825,3600,1373,495,0.1375,1,1372,0,17.5,0,17.5,0.004861111111,,,0.3607164036,0.9979757085,0,0,0,0,0,0
conservative,0.5,0,992826,3600,822,270,0.075,0,822,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.5,0,992827,3600,1396,465,0.1291666667,50,1346,24,2845,674,2171,0.6030555556,4.221068249,0.06298230303,0.8308794824,0.8917748918,23,0.7256045198,22,1.07010453,19,1.835570934
conservative,0.5,0,992828,3600,1378,429,0.1191666667,6,1372,0,385,0,385,0.1069444444,,,1.08724967,0.9859813084,6,1.267709292,4,1.365032194,0,0
conservative,0.5,0,992829,3600,1187,444,0.1233333333,29,1158,0,1265.5,0,1265.5,0.3515277778,,,1.11270795,0.9319248826,26,1.80680288,4,0.5785305227,0,0
conservative,0.5,0,992830,3600,1362,504,0.14,33,1329,7,2906,23.5,2882.5,0.8006944444,123.6595745,0.7372824596,2.294432824,0.9333333333,25,1.31609462,15,1.642150952,15,5.074515648
conservative,0.5,0,992831,3600,1161,562,0.1561111111,35,1126,3,1291,1.5,1289.5,0.3581944444,860.6666667,1.902693377,0.8983137598,0.9376114082,21,1.070046083,12,1.15045417,0,0
conservative,0.5,0,992832,3600,2085,822,0.2283333333,57,2028,0,1020.5,0,1020.5,0.2834722222,,,0.3415371562,0.929280397,18,0.4512824213,2,0.08976428802,0,0
conservative,0.5,0,992833,3600,2171,689,0.1913888889,66,2105,2,1524,1,1523,0.4230555556,1524,25.76679829,0.5700181448,0.9023668639,18,0.4220177542,17,0.8139693882,0,0
conservative,0.5,0,992834,3600,2377,875,0.2430555556,111,2266,6,2621.5,47,2574.5,0.7151388889,55.77659574,0.2368514542,0.4768967463,0.8716763006,44,0.5717440742,14,0.3547950317,0,0
conservative,0.5,0,992835,3600,1799,688,0.1911111111,33,1766,2,609.5,1,608.5,0.1690277778,609.5,4.005280127,0.3570906299,0.9519650655,6,0.2734873822,3,0.2539525692,3,0.5309917355
conservative,0.5,0,992836,3600,2037,736,0.2044444444,42,1995,1,1331.5,0.5,1331,0.3697222222,2663,21.11653402,0.7649742554,0.9428571429,30,1.098113208,5,0.3509406657,0,0
conservative,0.5,0,992837,3600,1390,411,0.1141666667,3,1387,0,52.5,0,52.5,0.01458333333,,,0.4502045122,0.9927007299,0,0,0,0,0,0
conservative,0.5,0,992838,3600,1894,532,0.1477777778,21,1873,2,1259.5,1,1258.5,0.3495833333,1259.5,13.97740275,1.758127545,0.9597701149,14,1.214102564,11,1.992159113,0,0
conservative,0.5,0,992839,3600,1674,512,0.1422222222,7,1667,0,204.5,0,204.5,0.05680555556,,,0.7320188344,0.986328125,5,1.108168939,0,0,0,0
conservative,0.5,0,992840,3600,1319,472,0.1311111111,13,1306,1,262,0.5,261.5,0.07263888889,524,1.163312642,0.587404769,0.9724576271,1,0.1503133903,0,0,0,0
conservative,0.5,0,992841,3600,1228,350,0.09722222222,3,1225,0,139.5,0,139.5,0.03875,,,1.083015647,0.9914285714,1,0.5765258216,1,1.179634966,1,2.658008658
conservative,0.5,0,992842,3596,1771,588,0.1635150167,24,1747,1,918.5,0.5,918,0.2552836485,1837,84.89944782,0.9866043795,0.9591836735,18,1.217461045,0,0,0,0
conservative,0.5,0,992843,3600,1200,440,0.1222222222,8,1192,0,260,0,260,0.07222222222,,,0.7690790771,0.9818181818,8,1.926163724,0,0,0,0
conservative,0.5,0,992844,3600,2049,871,0.2419444444,9,2040,0,298.5,0,298.5,0.08291666667,,,1.057909198,0.9896670494,9,1.955152672,1,0.4792982456,0,0
conservative,0.5,0,992845,3600,1875,805,0.2236111111,14,1861,1,367.5,111.5,256,0.07111111111,3.295964126,0.02009845924,0.5477957498,0.9825870647,4,0.5985634477,1,0.3234989648,0,0
conservative,0.5,0,992846,3600,1887,773,0.2147222222,24,1863,0,820,0,820,0.2277777778,,,0.8605684844,0.9689521345,18,1.256882771,4,0.6340725806,0,0
conservative,0.5,0,992847,3600,1344,563,0.1563888889,46,1298,19,428.5,9.5,419,0.1163888889,45.10526316,0.2105684185,0.2937020046,0.9181494662,6,0.2656126482,0,0,0,0
conservative,0.5,0,992848,3600,1401,622,0.1727777778,23,1378,1,825,0.5,824.5,0.2290277778,1650,3.612647591,0.8923342842,0.963022508,22,1.813378832,0,0,0,0
conservative,0.5,0,992849,3600,2035,906,0.2516666667,53,1982,1,1740,0.5,1739.5,0.4831944444,3480,144.4722108,0.9223323485,0.9407158837,24,0.864455379,4,0.297645166,3,0.7679245283
conservative,0.5,0,992850,3600,1571,665,0.1847222222,20,1551,0,448,0,448,0.1244444444,,,0.6967637188,0.9698340875,8,0.7904402516,4,0.822513089,0,0
conservative,0.5,0,992851,3600,1171,487,0.1352777778,2,1169,0,7,0,7,0.001944444444,,,0.127083301,0.9958333333,0,0,0,0,0,0
conservative,0.5,0,992852,3600,1019,437,0.1213888889,0,1019,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.5,0,992853,3600,1218,559,0.1552777778,2,1216,0,29,0,29,0.008055555556,,,0.3223104298,0.9964221825,0,0,0,0,0,0
conservative,0.5,0,992854,3600,1593,572,0.1588888889,50,1543,0,778,0,778,0.2161111111,,,0.5045767387,0.9124343257,11,0.5101310044,0,0,0,0
conservative,0.5,0,992855,3600,1277,590,0.1638888889,6,1271,4,21,33,-12,-0.003333333333,0.6363636364,0.001067382657,-0.04423774758,0.9898132428,0,0,0,0,0,0
conservative,0.5,0,992856,3600,1294,652,0.1811111111,18,1276,0,1473,0,1473,0.4091666667,,,1.56703416,0.9722222222,18,1.304435484,16,2.010878011,0,0
conservative,0.5,0,992857,3600,2695,1003,0.2786111111,219,2476,36,8229.5,556,7673.5,2.131527778,14.80125899,0.863738937,0.5928788963,0.7801204819,120,0.7846505466,63,0.6318451284,17,0.4260711064
conservative,0.5,0,992858,3600,2424,915,0.2541666667,64,2360,8,1762,154,1608,0.4466666667,11.44155844,0.1241968152,0.4199497326,0.9299014239,31,0.7265625,11,0.422540568,0,0
conservative,0.5,0,992859,3600,3005,1219,0.3386111111,334,2671,47,21389,2389.5,18999.5,5.277638889,8.95124503,0.9274037328,0.9330684975,0.7216666667,230,0.9531604686,166,0.939901192,66,0.7906822839
conservative,0.5,0,992860,3600,2980,1235,0.3430555556,429,2551,48,25732.5,2045,23687.5,6.579861111,12.58312958,0.8193518256,0.9540440184,0.6463314097,297,0.9591245575,194,0.953040359,89,1.100050602
conservative,0.5,0,992861,3600,2965,1267,0.3519444444,360,2605,57,18492,2147.5,16344.5,4.540138889,8.610942957,0.6559071808,0.8276545641,0.7113071371,214,0.9208609079,131,0.8576554496,58,0.8250335828
conservative,0.5,0,992862,3600,3239,1475,0.4097222222,610,2629,134,62076,45624.5,16451.5,4.569861111,1.360584774,0.7171640255,0.5431919289,0.5719298246,414,1.060430358,324,1.052224395,197,1.017546406
conservative,0.5,0,992863,3600,3366,1426,0.3961111111,675,2691,180,67701,20776.5,46924.5,13.03458333,3.25853729,1.085239276,0.9576297933,0.5199146515,413,0.9920488118,354,0.9774529347,267,1.001082707
conservative,0.5,0,992864,3600,3084,1404,0.39,699,2385,109,53773,5985.5,47787.5,13.27430556,8.983877704,1.258187692,0.9528468019,0.4856512141,457,0.9619713003,333,0.8980450591,197,0.8914537251
conservative,0.5,0,992865,3600,2913,1252,0.3477777778,492,2421,97,26592.5,4031.5,22561,6.266944444,6.596180082,0.5025673428,0.8163270014,0.5930521092,279,0.8730888723,197,0.8849652097,98,0.9801211272
conservative,0.5,0,992866,3600,2917,1224,0.34,492,2425,54,29375,1689.5,27685.5,7.690416667,17.38680083,1.102587456,0.8473934614,0.5869017632,333,0.9936139787,199,0.7977305584,102,0.8399220867
conservative,0.5,0,992867,3600,2891,1084,0.3011111111,253,2638,48,14027.5,2009,12018.5,3.338472222,6.982329517,0.6512235081,0.7634391686,0.7604166667,161,0.9286861548,112,0.8795946919,50,0.8402115787
conservative,0.5,0,992868,3600,2869,1143,0.3175,289,2580,23,19870,335.5,19534.5,5.42625,59.22503726,1.822580272,1.001759114,0.7401079137,213,0.9771360866,140,0.8995643946,94,1.276565732
conservative,0.5,0,992869,3600,2701,810,0.225,106,2595,9,5481.5,420.5,5061,1.405833333,13.03567182,0.4017882423,0.7887004084,0.865652725,71,0.9287270931,37,0.7153276835,20,0.9819318719
conservative,0.5,0,992870,3600,2779,958,0.2661111111,162,2617,14,8646.5,772,7874.5,2.187361111,11.20012953,0.332790269,0.6638214988,0.8271077908,101,0.7914967655,72,0.7671497585,26,0.612654321
conservative,0.5,0,992871,3600,2644,1027,0.2852777778,116,2528,20,5766,165,5601,1.555833333,34.94545455,0.8986729455,0.7184151738,0.8860510806,72,0.8385812204,40,0.6778618126,21,0.7330094524
conservative,0.5,0,992872,3600,2709,925,0.2569444444,127,2582,19,8995,160.5,8834.5,2.454027778,56.04361371,1.851388545,1.017777832,0.8599779493,90,0.9671354053,57,0.8999632818,26,0.9798558749
conservative,0.5,0,992873,3600,2852,967,0.2686111111,192,2660,34,25457,4901,20556,5.71,5.194246072,1.31977554,1.621581899,0.7972544879,133,1.008990892,109,1.06942151,74,1.279637175
conservative,0.5,0,992874,3600,3264,1151,0.3197222222,436,2828,103,40523,10594.5,29928.5,8.313472222,3.824909151,1.016928934,0.9520065686,0.6120996441,281,0.970310437,235,0.9698269322,161,1.011993622
conservative,0.5,0,992875,3600,3024,1138,0.3161111111,394,2630,95,34257,6031.5,28225.5,7.840416667,5.679681671,0.6652692252,0.7874403676,0.6460017969,241,0.8762224461,189,0.8214037286,118,0.7861675127
conservative,0.5,0,992876,3600,3058,1011,0.2808333333,275,2783,24,18524.5,876,17648.5,4.902361111,21.1466895,1.374233389,0.9313082123,0.7219413549,204,1.014525939,148,0.9980351728,68,0.9066666667
conservative,0.5,0,992877,3600,2831,1035,0.2875,275,2556,22,16988,1053,15935,4.426388889,16.13295347,0.7945032376,0.8514181263,0.7287968442,207,1.017169885,131,0.870055132,48,0.7089500457
conservative,0.5,0,992878,3600,2807,997,0.2769444444,263,2544,19,17510,829.5,16680.5,4.633472222,21.10910187,0.8212105971,0.8930867569,0.7291452111,186,0.9081329859,137,0.9260300956,69,0.9793048702
conservative,0.5,0,992879,3600,2854,1063,0.2952777778,200,2654,13,15299.5,226.5,15073,4.186944444,67.54746137,2.675077119,1.141288044,0.8106060606,139,0.9586901885,108,1.068765603,76,1.506277778
conservative,0.5,0,992880,3600,2958,1236,0.3433333333,318,2640,50,15469,1765.5,13703.5,3.806527778,8.761823846,0.6673878679,0.7193070688,0.7360995851,201,0.9174088544,113,0.7677963532,38,0.5691975815
conservative,0.5,0,992881,3600,2945,1266,0.3516666667,496,2449,60,26793.5,2237,24556.5,6.82125,11.97742512,0.8020852776,0.7781080394,0.6025641026,349,0.9853483119,223,0.899498981,76,0.6785714286
conservative,0.5,0,992882,3600,2923,1229,0.3413888889,386,2537,43,18697.5,2959.5,15738,4.371666667,6.317790167,0.4179513918,0.8003990462,0.6815181518,248,0.9081187801,166,0.9729422994,48,0.7668393782
