queue_cell,threshold,latency_ms,policy,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,surviving_fills,baseline_fill_rate,surviving_fill_rate,fill_rate_reduction,cancel_too_late,cancel_too_late_rate,cancel_without_baseline_fill,unnecessary_cancel_rate,baseline_unfilled,baseline_negative_to_positive_ratio,baseline_observed,baseline_mean,baseline_median,baseline_p1,baseline_p5,baseline_p10,baseline_p25,baseline_p50,baseline_p75,baseline_p90,baseline_frac_favourable,baseline_cat_25_rate,baseline_cat_50_rate,baseline_cat_100_rate,surviving_observed,surviving_mean,surviving_median,surviving_p1,surviving_p5,surviving_p10,surviving_p25,surviving_p50,surviving_p75,surviving_p90,surviving_frac_favourable,surviving_cat_25_rate,surviving_cat_50_rate,surviving_cat_100_rate,baseline_cat_25_per_opportunity,surviving_cat_25_per_opportunity,baseline_cat_50_per_opportunity,surviving_cat_50_per_opportunity,baseline_cat_100_per_opportunity,surviving_cat_100_per_opportunity,catastrophic_25_avoided,catastrophic_50_avoided,catastrophic_100_avoided
optimistic,0.4,25,cancel,428534,414222,122630,0.2861616581,404720,0.9666024166,0.9444291468,0.0221732698,113050,0.9224655656,78,0.0006360596918,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,404707,-5.501414604,0.5,-207.5,-93.5,-50.5,0.5,0.5,0.5,18.5,0.7989879098,0.1514849014,0.100848268,0.04517095084,0.1521979586,0.1430621608,0.1012475089,0.09524098438,0.04534762703,0.04265939225,3915,2574,1152
optimistic,0.4,50,cancel,428534,414222,122630,0.2861616581,406163,0.9666024166,0.9477964409,0.01880597572,114493,0.9342401593,78,0.0006360596918,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,406150,-5.584670688,0.5,-208.5,-94.5,-50.5,0.5,0.5,0.5,18.5,0.7974812261,0.1525987935,0.1016127047,0.04552259018,0.1521979586,0.1446279642,0.1012475089,0.09630507731,0.04534762703,0.04314476798,3244,2118,944
optimistic,0.4,100,cancel,428534,414222,122630,0.2861616581,408227,0.9666024166,0.9526128615,0.01398955509,116557,0.9510819897,78,0.0006360596918,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,408213,-5.70275077,0.5,-208.5,-94.5,-51.5,0.5,0.5,0.5,18.5,0.7954621729,0.1540739761,0.102569002,0.04596864872,0.1521979586,0.1467678177,0.1012475089,0.09770519959,0.04534762703,0.04378882422,2327,1518,668
optimistic,0.5,0,cancel,428534,414222,106019,0.2473992729,408877,0.9666024166,0.9541296607,0.01247275595,100631,0.9495640522,43,0.0004055876777,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,408864,-5.666529702,0.5,-208.5,-94.5,-51.5,0.5,0.5,0.5,18.5,0.796235423,0.1535473898,0.1020632778,0.04562152696,0.1521979586,0.146499461,0.1012475089,0.09737850439,0.04534762703,0.04352746807,2442,1658,780
optimistic,0.5,25,cancel,428534,414222,106019,0.2473992729,409848,0.9666024166,0.9563955252,0.0102068914,101602,0.9587265041,43,0.0004055876777,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,409835,-5.728705455,0.5,-208.5,-94.5,-51.5,0.5,0.5,0.5,18.5,0.7951029073,0.1544353215,0.102685227,0.0459623995,0.1521979586,0.1476965655,0.1012475089,0.09820457653,0.04534762703,0.0439568389,1929,1304,596
optimistic,0.5,50,cancel,428534,414222,106019,0.2473992729,410558,0.9666024166,0.9580523366,0.00855008004,102312,0.9654261342,43,0.0004055876777,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,410545,-5.776576258,0.5,-209.5,-95.5,-51.5,0.5,0.5,0.5,18.5,0.7942783373,0.1550305082,0.1031092816,0.04615328405,0.1521979586,0.1485226376,0.1012475089,0.0987809602,0.04534762703,0.04421586152,1575,1057,485
optimistic,0.5,100,cancel,428534,414222,106019,0.2473992729,411545,0.9666024166,0.9603555377,0.006246878894,103299,0.9747395637,43,0.0004055876777,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,411531,-5.839223534,0.5,-209.5,-95.5,-52.5,0.5,0.5,0.5,18.5,0.7931674649,0.1558181522,0.1036276732,0.04638775694,0.1521979586,0.1496357349,0.1012475089,0.0995160244,0.04534762703,0.04454722379,1098,742,343
optimistic,0.6,0,cancel,428534,414222,94052,0.219473834,412183,0.9666024166,0.9618443344,0.004758082206,91997,0.9783168148,16,0.0001701186578,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,412169,-5.829270275,0.5,-209.5,-95.5,-52.5,0.5,0.5,0.5,18.5,0.7931528087,0.1557467932,0.1035618884,0.04633293625,0.1521979586,0.1497990825,0.1012475089,0.09960703235,0.04534762703,0.04456355855,1028,703,336
optimistic,0.6,25,cancel,428534,414222,94052,0.219473834,412578,0.9666024166,0.9627660816,0.00383633504,92392,0.9825173338,16,0.0001701186578,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,412564,-5.855794495,0.5,-209.5,-95.5,-52.5,0.5,0.5,0.5,18.5,0.792621266,0.1561842526,0.1038578257,0.04648733287,0.1521979586,0.1503637984,0.1012475089,0.0999873989,0.04534762703,0.0447549086,786,540,254
optimistic,0.6,50,cancel,428534,414222,94052,0.219473834,412868,0.9666024166,0.9634428073,0.003159609273,92682,0.9856012591,16,0.0001701186578,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,412854,-5.874673613,0.5,-209.5,-95.5,-52.5,0.5,0.5,0.5,18.5,0.7922461693,0.1564378691,0.1040513111,0.04655398761,0.1521979586,0.150713829,0.1012475089,0.100244088,0.04534762703,0.04485058362,636,430,213
optimistic,0.6,100,cancel,428534,414222,94052,0.219473834,413238,0.9666024166,0.9643062161,0.002296200535,93052,0.9895359224,16,0.0001701186578,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,413224,-5.901607845,0.5,-210.27,-95.5,-52.5,0.5,0.5,0.5,18.5,0.791805413,0.1567696939,0.1042558031,0.04667444292,0.1521979586,0.1511688687,0.1012475089,0.1005311131,0.04534762703,0.04500693061,441,307,146
optimistic,0.7,0,cancel,428534,414222,86159,0.2010552255,413602,0.9666024166,0.9651556236,0.00144679302,85534,0.9928035843,5,5.803224271e-05,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,413588,-5.920858439,0.5,-209.5,-96.5,-52.5,0.5,0.5,0.5,18.5,0.791606623,0.1569146107,0.1043284621,0.04669139337,0.1521979586,0.1514418926,0.1012475089,0.1006897936,0.04534762703,0.0450629355,324,239,122
optimistic,0.7,25,cancel,428534,414222,86159,0.2010552255,413727,0.9666024166,0.9654473157,0.001155100879,85659,0.9942544745,5,5.803224271e-05,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,413713,-5.922946584,0.5,-210.5,-96.5,-52.5,0.5,0.5,0.5,18.5,0.7914351253,0.1570629881,0.1044322997,0.04674496571,0.1521979586,0.1516309091,0.1012475089,0.1008204717,0.04534762703,0.04512827454,243,183,94
optimistic,0.7,50,cancel,428534,414222,86159,0.2010552255,413818,0.9666024166,0.9656596676,0.0009427490001,85750,0.9953107227,5,5.803224271e-05,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,413804,-5.93043929,0.5,-210.5,-96.5,-52.5,0.5,0.5,0.5,18.5,0.7912973292,0.1571541116,0.1045035814,0.04677093503,0.1521979586,0.151752253,0.1012475089,0.1009114796,0.04534762703,0.04516327759,191,144,79
optimistic,0.7,100,cancel,428534,414222,86159,0.2010552255,413918,0.9666024166,0.9658930213,0.0007093952872,85850,0.9964714349,5,5.803224271e-05,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,413904,-5.935898179,0.5,-210.5,-96.5,-52.85,0.5,0.5,0.5,18.5,0.7911665507,0.15726352,0.1045749739,0.04681278751,0.1521979586,0.1518945988,0.1012475089,0.1010048211,0.04534762703,0.04521461541,130,104,57
optimistic,0.8,0,cancel,428534,414222,81009,0.1890375093,414041,0.9666024166,0.9661800464,0.0004223702203,80825,0.9977655976,3,3.703292227e-05,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,414027,-5.931113188,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7911223181,0.1572771824,0.1045994585,0.04682061798,0.1521979586,0.1519529372,0.1012475089,0.1010584924,0.04534762703,0.04523561724,105,81,48
optimistic,0.8,25,cancel,428534,414222,81009,0.1890375093,414080,0.9666024166,0.9662710543,0.0003313622723,80864,0.9982470434,3,3.703292227e-05,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,414066,-5.928100834,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7910622944,0.157334821,0.1046427381,0.04685484923,0.1521979586,0.1520229433,0.1012475089,0.1011098303,0.04534762703,0.04527295384,75,59,32
optimistic,0.8,50,cancel,428534,414222,81009,0.1890375093,414103,0.9666024166,0.9663247257,0.0002776909183,80887,0.998530973,3,3.703292227e-05,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,414089,-5.932486736,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7910231858,0.1573647211,0.104670735,0.04686915132,0.1521979586,0.1520602799,0.1012475089,0.1011424998,0.04534762703,0.0452892886,59,45,25
optimistic,0.8,100,cancel,428534,414222,81009,0.1890375093,414130,0.9666024166,0.9663877312,0.0002146854159,80914,0.9988642817,3,3.703292227e-05,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,414116,-5.934957838,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7909836857,0.1573979272,0.104692888,0.04688541375,0.1521979586,0.1521022836,0.1012475089,0.1011705022,0.04534762703,0.04530795689,41,33,17
optimistic,0.9,0,cancel,428534,414222,71656,0.1672119365,414194,0.9666024166,0.9665370776,6.533903961e-05,71628,0.9996092442,0,0,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,414180,-5.937953305,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7909242358,0.1574291371,0.1047129267,0.04688299773,0.1521979586,0.152155955,0.1012475089,0.1012055053,0.04534762703,0.04531262397,18,18,15
optimistic,0.9,25,cancel,428534,414222,71656,0.1672119365,414201,0.9666024166,0.9665534123,4.900427971e-05,71635,0.9997069331,0,0,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,414187,-5.939440398,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7909132831,0.1574385483,0.1047232289,0.04689186285,0.1521979586,0.1521676226,0.1012475089,0.101217173,0.04534762703,0.04532195812,13,13,11
optimistic,0.9,50,cancel,428534,414222,71656,0.1672119365,414206,0.9666024166,0.96656508,3.733659406e-05,71640,0.999776711,0,0,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,414192,-5.940118351,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7909061498,0.1574463051,0.104731622,0.04689612547,0.1521979586,0.1521769568,0.1012475089,0.1012265071,0.04534762703,0.04532662519,9,9,9
optimistic,0.9,100,cancel,428534,414222,71656,0.1672119365,414209,0.9666024166,0.9665720806,3.033598268e-05,71643,0.9998185776,0,0,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,414195,-5.940622171,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7909004213,0.1574499934,0.1047356921,0.04690061444,0.1521979586,0.1521816239,0.1012475089,0.1012311742,0.04534762703,0.04533129227,7,7,7
