queue_cell,threshold,latency_ms,mechanism_name,eligible_opportunities,baseline_fills,baseline_fill_rate,baseline_unfilled,cancelled_opportunities,cancel_rate,orders_unaffected,fills_prevented,surviving_fills,surviving_fill_rate,fill_rate_reduction,adverse_fills_avoided,favourable_fills_sacrificed,non_negative_fills_sacrificed,prevented_fills_markout_censored,cancel_too_late,cancel_too_late_rate,cancel_without_baseline_fill,unnecessary_cancel_rate,total_baseline_negative_ticks,total_baseline_positive_ticks,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,net_per_baseline_fill,net_per_cancelled_order,avoidance_efficiency_ticks,fraction_baseline_negative_removed,fraction_baseline_positive_removed,prevented_share_of_baseline_fills,baseline_negative_to_positive_ratio,random_match_adverse_avoided,random_match_favourable_sacrificed,random_match_net_markout,net_markout_lift_over_random,avoidance_efficiency_lift,catastrophic_25_avoided,catastrophic_25_avoidance_efficiency,catastrophic_25_random_match,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_efficiency,catastrophic_50_random_match,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_efficiency,catastrophic_100_random_match,catastrophic_100_avoidance_lift,baseline_observed,baseline_mean,baseline_median,baseline_p1,baseline_p5,baseline_p10,baseline_p25,baseline_p50,baseline_p75,baseline_p90,baseline_frac_favourable,baseline_cat_25_rate,baseline_cat_50_rate,baseline_cat_100_rate,surviving_observed,surviving_mean,surviving_median,surviving_p1,surviving_p5,surviving_p10,surviving_p25,surviving_p50,surviving_p75,surviving_p90,surviving_frac_favourable,surviving_cat_25_rate,surviving_cat_50_rate,surviving_cat_100_rate,baseline_cat_25_per_opportunity,surviving_cat_25_per_opportunity,baseline_cat_50_per_opportunity,surviving_cat_50_per_opportunity,baseline_cat_100_per_opportunity,surviving_cat_100_per_opportunity
optimistic,0.5,50,trade_through,13677,13677,1,0,1262,0.09227169701,12415,104,13573,0.9923959933,0.007604006727,66,38,38,0,1158,0.9175911252,0,0,1060183.5,401636,22509.5,27351.5,-4842,-0.3540250055,-0.3540250055,-3.836767036,0.8229713178,0.02123170187,0.0681002201,0.007604006727,2.63966253,8061.642465,3054.042846,5007.59962,-0.9669303394,0.3117714134,57,1.5,63.84324048,0.8928118243,50,1.315789474,46.98515756,1.064165847,40,1.052631579,25.61789866,1.561408316,13676,-48.15351711,-41.5,-535.75,-257.75,-182.5,-98.5,-41.5,-6.5,74,0.2062737643,0.6139221995,0.4518133957,0.2463439602,13572,-48.8792735,-41.5,-523.79,-254.5,-180.5,-98.5,-41.5,-6.5,72.5,0.205054524,0.614426761,0.4515915119,0.2452844091,0.6138773123,0.6097097317,0.4517803612,0.4481245887,0.2463259487,0.2434013307
optimistic,0.5,50,unfilled,14312,0,0,14312,43,0.003004471772,14269,0,0,0,0,0,0,0,0,0,,43,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
optimistic,0.5,100,at_quote,400545,400545,1,0,104714,0.2614288033,295831,2587,397958,0.9935413,0.006458700021,1439,1148,1148,0,102127,0.975294612,0,0,5245544,3445922.5,103244,44086,59158,0.1476937672,0.1476937672,0.5649483355,2.34187724,0.01968222934,0.01279367136,0.006458700021,1.522246655,33879.39514,22256.17972,11623.21542,5.089641537,1.538434807,1047,0.9120209059,367.0220874,2.85268935,698,0.6080139373,240.3217691,2.904439338,307,0.2674216028,103.7525571,2.958963215,400532,-4.493077956,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8108515674,0.1418763045,0.0928989444,0.04010665814,397945,-4.373628265,0.5,-190.5,-86.5,-44.5,0.5,0.5,0.5,16.5,0.8132380103,0.1401676111,0.09174885977,0.03959592406,0.1418716998,0.1392577613,0.0928959293,0.09115330362,0.04010535645,0.03933890075
optimistic,0.5,100,trade_through,13677,13677,1,0,1262,0.09227169701,12415,90,13587,0.9934196096,0.006580390436,58,32,32,0,1172,0.9286846276,0,0,1060183.5,401636,21661.5,25672,-4010.5,-0.2932295094,-0.2932295094,-3.177892235,0.8437792147,0.02043184034,0.06391857304,0.006580390436,2.63966253,6976.421364,2642.921693,4333.499671,-0.9254644755,0.3196542001,51,1.59375,55.2489581,0.9230943306,44,1.375,40.66023251,1.082138426,36,1.125,22.16933538,1.623864648,13676,-48.15351711,-41.5,-535.75,-257.75,-182.5,-98.5,-41.5,-6.5,74,0.2062737643,0.6139221995,0.4518133957,0.2463439602,13586,-48.76770205,-41.5,-523.65,-254.5,-180.5,-98.5,-41.5,-6.5,73,0.2052848521,0.6142352422,0.4515677904,0.245326071,0.6138773123,0.6101484244,0.4517803612,0.4485632814,0.2463259487,0.2436937925
optimistic,0.5,100,unfilled,14312,0,0,14312,43,0.003004471772,14269,0,0,0,0,0,0,0,0,0,,43,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
optimistic,0.7,0,at_quote,400545,400545,1,0,85264,0.2128699647,315281,581,399964,0.9985494763,0.001450523662,404,177,177,0,84683,0.9931858698,0,0,5245544,3445922.5,35967,15076,20891,0.05215643685,0.05215643685,0.2450154813,2.385712391,0.006856676829,0.004375025846,0.001450523662,1.522246655,7608.785689,4998.392122,2610.393568,8.003007769,1.567231159,305,1.723163842,82.42745759,3.700223311,220,1.242937853,53.97253492,4.076147254,106,0.5988700565,23.3012121,4.549119572,400532,-4.493077956,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8108515674,0.1418763045,0.0928989444,0.04010665814,399951,-4.447371053,0.5,-191,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8115869194,0.1413198117,0.09248382927,0.03989988774,0.1418716998,0.1411102373,0.0928959293,0.09234667765,0.04010535645,0.03984071702
optimistic,0.7,0,trade_through,13677,13677,1,0,890,0.06507274987,12787,39,13638,0.9971484975,0.002851502522,22,17,17,0,851,0.9561797753,0,0,1060183.5,401636,6530,18048,-11518,-0.842143745,-0.842143745,-12.94157303,0.3618129433,0.0061593111,0.0449362109,0.002851502522,2.63966253,3023.115925,1145.266067,1877.849857,-6.133610711,0.1370678786,19,1.117647059,23.94121518,0.7936105105,19,1.117647059,17.61943409,1.078354725,16,0.9411764706,9.606711998,1.665502203,13676,-48.15351711,-41.5,-535.75,-257.75,-182.5,-98.5,-41.5,-6.5,74,0.2062737643,0.6139221995,0.4518133957,0.2463439602,13637,-49.13584366,-41.5,-533.14,-256.5,-181.5,-98.5,-41.5,-6.5,73.5,0.2056170712,0.6142846667,0.4517122534,0.2458751925,0.6138773123,0.6124881187,0.4517803612,0.4503911677,0.2463259487,0.2451561015
optimistic,0.7,0,unfilled,14312,0,0,14312,5,0.0003493571828,14307,0,0,0,0,0,0,0,0,0,,5,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
optimistic,0.7,50,at_quote,400545,400545,1,0,85264,0.2128699647,315281,374,400171,0.9990662722,0.0009337277959,236,138,138,0,84890,0.9956136236,0,0,5245544,3445922.5,22930,12172.5,10757.5,0.02685715712,0.02685715712,0.1261669638,1.883754364,0.004371329265,0.003532435799,0.0009337277959,1.522246655,4897.910237,3217.553621,1680.356617,6.401914864,1.237483004,176,1.275362319,53.06001573,3.31699864,129,0.9347826087,34.74307756,3.712969865,65,0.4710144928,14.99940331,4.333505716,400532,-4.493077956,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8108515674,0.1418763045,0.0928989444,0.04010665814,400158,-4.470394194,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8112645505,0.1415690802,0.09266339796,0.03998170723,0.1418716998,0.1414322985,0.0928959293,0.0925738681,0.04010535645,0.03994307756
optimistic,0.7,50,trade_through,13677,13677,1,0,890,0.06507274987,12787,30,13647,0.9978065365,0.002193463479,17,13,13,0,860,0.9662921348,0,0,1060183.5,401636,5918.5,12546.5,-6628,-0.4846091979,-0.4846091979,-7.447191011,0.4717251823,0.005582524157,0.0312384846,0.002193463479,2.63966253,2325.473788,880.9738978,1444.49989,-4.588439255,0.1787066252,15,1.153846154,18.41631937,0.8144949976,15,1.153846154,13.55341084,1.106732481,14,1.076923077,7.38977846,1.894508756,13676,-48.15351711,-41.5,-535.75,-257.75,-182.5,-98.5,-41.5,-6.5,74,0.2062737643,0.6139221995,0.4518133957,0.2463439602,13646,-48.74509014,-41.5,-533.05,-256.5,-181.5,-98.5,-41.5,-6.5,73.5,0.205774586,0.6141726513,0.4517074601,0.2458595926,0.6138773123,0.6127805805,0.4517803612,0.4506836295,0.2463259487,0.2453023324
optimistic,0.7,50,unfilled,14312,0,0,14312,5,0.0003493571828,14307,0,0,0,0,0,0,0,0,0,,5,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
optimistic,0.7,100,at_quote,400545,400545,1,0,85264,0.2128699647,315281,283,400262,0.9992934627,0.0007065373429,166,117,117,0,84981,0.996680897,0,0,5245544,3445922.5,17677,10912,6765,0.01688948807,0.01688948807,0.07934180897,1.619959677,0.003369907868,0.003166641153,0.0007065373429,1.522246655,3706.17272,2434.672927,1271.499793,5.32048848,1.064190006,118,1.008547009,40.14969105,2.939001445,92,0.7863247863,26.28954799,3.499489608,46,0.3931623932,11.34981588,4.052929184,400532,-4.493077956,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8108515674,0.1418763045,0.0928989444,0.04010665814,400249,-4.479352853,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.81113257,0.1416818031,0.0927347726,0.0400200875,0.1418716998,0.1415771012,0.0928959293,0.09266624224,0.04010535645,0.03999051293
optimistic,0.7,100,trade_through,13677,13677,1,0,890,0.06507274987,12787,21,13656,0.9984645756,0.001535424435,12,9,9,0,869,0.9764044944,0,0,1060183.5,401636,5412,10900,-5488,-0.4012575857,-0.4012575857,-6.166292135,0.4965137615,0.005104776673,0.02713900148,0.001535424435,2.63966253,1627.831652,616.6817284,1011.149923,-5.42748397,0.1880974389,12,1.333333333,12.89142356,0.9308514258,12,1.333333333,9.487387585,1.264837121,11,1.222222222,5.172844922,2.12648942,13676,-48.15351711,-41.5,-535.75,-257.75,-182.5,-98.5,-41.5,-6.5,74,0.2062737643,0.6139221995,0.4518133957,0.2463439602,13655,-48.62947638,-41.5,-532.96,-256.5,-181.5,-98.5,-41.5,-6.5,73.5,0.2059318931,0.6139875503,0.4516294398,0.2459172464,0.6138773123,0.6129999269,0.4517803612,0.4509029758,0.2463259487,0.2455216787
optimistic,0.7,100,unfilled,14312,0,0,14312,5,0.0003493571828,14307,0,0,0,0,0,0,0,0,0,,5,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
