queue_cell,threshold,latency_ms,statistic,blocks,block_mean,block_median,block_worst,block_best,frac_blocks_positive,block_bootstrap_p05,block_bootstrap_p95
conservative,0.4,50,net_markout_lift_over_random,119,0.818033038,0.8233515259,0.1349408775,1.883760335,1,0.7804525121,0.8548744942
conservative,0.4,100,net_markout_lift_over_random,119,0.8025809918,0.8191735612,0.1314332135,1.883760335,1,0.7587673231,0.8449922781
conservative,0.5,0,net_markout_lift_over_random,116,0.8047957448,0.8013115015,-0.04423774758,2.294432824,0.9913793103,0.7547579556,0.8524860023
conservative,0.5,25,net_markout_lift_over_random,116,0.8008523114,0.7931086273,-0.2608033917,2.661107345,0.9827586207,0.7454119782,0.8547098624
conservative,0.5,50,net_markout_lift_over_random,116,0.7618962726,0.7716086917,-0.4148383281,2.661107345,0.9827586207,0.6970160393,0.8184086068
conservative,0.5,100,net_markout_lift_over_random,116,0.7437699591,0.7636464812,-0.4426055895,2.661107345,0.974137931,0.6782711189,0.8053149415
conservative,0.6,0,net_markout_lift_over_random,110,0.7976952299,0.7848211559,-0.4342020063,2.439772345,0.9727272727,0.7283993843,0.8576934545
conservative,0.6,25,net_markout_lift_over_random,108,0.8132886858,0.7792093776,-0.4342020063,3.378301929,0.9722222222,0.741698006,0.8887243962
conservative,0.6,50,net_markout_lift_over_random,107,0.7743652945,0.7724458296,-0.6967445244,3.378301929,0.953271028,0.7003157073,0.8491288308
conservative,0.6,100,net_markout_lift_over_random,103,0.7517010197,0.728598851,-0.6967445244,4.143844095,0.9514563107,0.6658318657,0.8549215455
conservative,0.7,0,net_markout_lift_over_random,95,0.8127574534,0.7877680625,-1.926012269,2.658144759,0.9578947368,0.7219840473,0.9044672479
conservative,0.7,25,net_markout_lift_over_random,91,0.8709833601,0.7962849949,-1.581685567,3.769396926,0.9450549451,0.7493118874,0.9960469698
conservative,0.7,50,net_markout_lift_over_random,88,0.8378507792,0.7982807933,-1.758661781,3.769396926,0.9318181818,0.7231972568,0.9548114476
conservative,0.7,100,net_markout_lift_over_random,84,0.8032709296,0.7203051425,-2.265155069,3.769396926,0.9166666667,0.6786965756,0.942265497
conservative,0.8,0,net_markout_lift_over_random,79,0.9641488778,0.8195221938,-5.791571302,10.83705171,0.9493670886,0.7085706098,1.237894431
conservative,0.8,25,net_markout_lift_over_random,74,1.220651319,0.8604875004,-3.956302387,26.96767375,0.9189189189,0.726779911,1.895387333
conservative,0.8,50,net_markout_lift_over_random,71,1.187961464,0.7661323387,-4.124341101,26.96767375,0.9014084507,0.6935524625,1.87129392
conservative,0.8,100,net_markout_lift_over_random,63,1.167889235,0.6641061268,-4.820934531,26.96767375,0.9206349206,0.592208951,2.058261777
conservative,0.9,0,net_markout_lift_over_random,39,1.622902128,1.0413333,-7.939520264,26.96767375,0.8461538462,0.6436079816,2.963677653
conservative,0.9,25,net_markout_lift_over_random,33,1.761863304,1.0413333,-12.51897248,26.96767375,0.8181818182,0.3413927179,3.449105685
conservative,0.9,50,net_markout_lift_over_random,29,1.831158781,0.8611466672,-12.51897248,26.96767375,0.7931034483,0.3062563253,3.756181911
conservative,0.9,100,net_markout_lift_over_random,20,1.947530053,0.6545361735,-12.51897248,26.96767375,0.7,-0.2085616418,4.662301372
midpoint,0.1,0,net_markout_lift_over_random,120,0.8719922016,0.8865605753,0.5673035792,1.165302131,1,0.8577962596,0.8857820498
midpoint,0.1,25,net_markout_lift_over_random,120,0.8685603795,0.8873660249,0.5657013228,1.196161049,1,0.8524410484,0.8837007792
midpoint,0.1,50,net_markout_lift_over_random,120,0.8641766944,0.8832674583,0.5009137938,1.23402589,1,0.8475401101,0.879796254
midpoint,0.1,100,net_markout_lift_over_random,120,0.8621577953,0.8801590957,0.4877290703,1.359276514,1,0.8449359798,0.8790308189
midpoint,0.2,0,net_markout_lift_over_random,120,0.8172372131,0.8213412171,0.2598097338,2.336455266,1,0.791933875,0.8399808176
midpoint,0.2,25,net_markout_lift_over_random,120,0.8074707223,0.81936066,0.2662314545,2.336455266,1,0.7838810154,0.8297243098
midpoint,0.2,50,net_markout_lift_over_random,120,0.7944708408,0.8147755191,0.281066473,2.336455266,1,0.7694620902,0.8186445276
midpoint,0.2,100,net_markout_lift_over_random,120,0.7889070315,0.7910512528,0.286055711,2.483720633,1,0.7633868706,0.8131541121
midpoint,0.3,0,net_markout_lift_over_random,120,0.7672902637,0.7825738314,0.06275335532,1.921581338,1,0.7307276676,0.8043027533
midpoint,0.3,25,net_markout_lift_over_random,120,0.7494693785,0.7736756048,0.0352631241,1.90509523,1,0.7114242804,0.7884017862
midpoint,0.3,50,net_markout_lift_over_random,120,0.7270926311,0.7486681884,-0.1532688816,1.971104228,0.9916666667,0.6881171736,0.7726741368
midpoint,0.3,100,net_markout_lift_over_random,120,0.7096760959,0.7335577682,-0.2188849264,2.100469512,0.9916666667,0.6666207112,0.7579386956
midpoint,0.4,0,net_markout_lift_over_random,119,0.7873397408,0.7526438773,0.02503942055,2.623849753,1,0.7341778817,0.8358718933
midpoint,0.4,25,net_markout_lift_over_random,119,0.7780777412,0.7362883271,0.02544587035,2.784493616,1,0.7215320232,0.8326549671
midpoint,0.4,50,net_markout_lift_over_random,119,0.7324367479,0.7065576142,0.02544587035,2.784493616,1,0.6764741452,0.7852172747
midpoint,0.4,100,net_markout_lift_over_random,119,0.7162500846,0.6749436144,-0.1374144046,2.888874417,0.9915966387,0.6513335681,0.7814138443
midpoint,0.5,0,net_markout_lift_over_random,116,0.8099262765,0.7389133691,-0.08202500125,3.526623009,0.974137931,0.7417849076,0.8822824715
midpoint,0.5,25,net_markout_lift_over_random,116,0.7890648016,0.7275776841,-0.06967490937,3.97712974,0.9655172414,0.7173518891,0.874040505
midpoint,0.5,50,net_markout_lift_over_random,116,0.699448336,0.6681964704,-0.2874090011,3.97712974,0.9482758621,0.6236563684,0.7796169522
midpoint,0.5,100,net_markout_lift_over_random,116,0.6717088892,0.6257047271,-0.3661757729,3.97712974,0.9482758621,0.5962557089,0.7548603856
midpoint,0.6,0,net_markout_lift_over_random,109,0.8266023517,0.7315710294,-1.165898174,3.858871723,0.9633027523,0.7308130215,0.9183001338
midpoint,0.6,25,net_markout_lift_over_random,106,0.8220205179,0.7009541872,-1.168368035,5.431891061,0.9622641509,0.7161684864,0.935479814
midpoint,0.6,50,net_markout_lift_over_random,105,0.7242047125,0.6590809422,-1.638957112,5.431891061,0.9428571429,0.6099920987,0.8387873971
midpoint,0.6,100,net_markout_lift_over_random,104,0.6316407848,0.5880830082,-2.250832947,5.431891061,0.9038461538,0.5285361278,0.7571116715
midpoint,0.7,0,net_markout_lift_over_random,96,0.8310890475,0.7324458207,-4.488809624,4.105845949,0.9479166667,0.6749523287,0.9831683054
midpoint,0.7,25,net_markout_lift_over_random,93,0.8362241952,0.6700470746,-4.415791995,6.060723374,0.9032258065,0.6312903568,1.022849089
midpoint,0.7,50,net_markout_lift_over_random,89,0.755535998,0.6296338847,-4.623202903,6.060723374,0.8764044944,0.5795967702,0.9438216613
midpoint,0.7,100,net_markout_lift_over_random,85,0.6560944447,0.5574753755,-5.865440777,6.060723374,0.8470588235,0.4474784213,0.8656189125
midpoint,0.8,0,net_markout_lift_over_random,78,0.9757670221,0.6956421051,-9.393093345,13.42814124,0.8333333333,0.5953239055,1.395403537
midpoint,0.8,25,net_markout_lift_over_random,74,1.275566369,0.5551832475,-6.613814287,33.41552129,0.7837837838,0.655970186,2.072612555
midpoint,0.8,50,net_markout_lift_over_random,69,1.171902463,0.5303140311,-6.565504521,33.41552129,0.7391304348,0.4923056558,2.154593577
midpoint,0.8,100,net_markout_lift_over_random,62,1.004896255,0.4385797649,-7.661648442,33.41552129,0.7258064516,0.2333900023,2.086960648
midpoint,0.9,0,net_markout_lift_over_random,34,1.961691978,1.499873342,-18.63546657,33.41552129,0.8529411765,0.2982941259,3.864745724
midpoint,0.9,25,net_markout_lift_over_random,28,2.165800183,1.736245036,-23.93091041,33.41552129,0.8571428571,-0.4384593634,4.833719989
midpoint,0.9,50,net_markout_lift_over_random,21,2.106885974,0.9618182621,-23.93091041,33.41552129,0.8095238095,-1.137202024,5.534692928
midpoint,0.9,100,net_markout_lift_over_random,14,1.985726298,0.5800794609,-23.93091041,33.41552129,0.6428571429,-2.751607214,7.224946908
optimistic,0.1,0,net_markout_lift_over_random,120,5.417857197,3.102908987,-3.483919152,268.78,0.9916666667,3.841626633,7.387275501
optimistic,0.1,25,net_markout_lift_over_random,120,5.295720613,2.959661419,-2.966755007,242.7185185,0.9916666667,3.713578032,7.221646766
optimistic,0.1,50,net_markout_lift_over_random,120,5.157776623,2.912388603,-4.071185235,242.7185185,0.9916666667,3.613604674,7.085242073
optimistic,0.1,100,net_markout_lift_over_random,120,4.972973998,2.908200352,-8.748592638,293.2755556,0.9916666667,3.530649761,6.765917921
optimistic,0.2,0,net_markout_lift_over_random,120,7.848723328,3.85722124,-6.331290584,626.1466667,0.9916666667,5.153043642,11.28600418
optimistic,0.2,25,net_markout_lift_over_random,120,7.683272609,3.689053185,-5.730510217,626.1466667,0.9916666667,4.933577952,11.14742249
optimistic,0.2,50,net_markout_lift_over_random,120,7.440262176,3.518758501,-8.509986762,626.1466667,0.9916666667,4.640994807,10.94365112
optimistic,0.2,100,net_markout_lift_over_random,120,7.679953252,3.164683294,-16.82547094,785.2,0.9916666667,4.44247895,12.03607547
optimistic,0.3,0,net_markout_lift_over_random,120,9.625402249,4.21683905,-13.39142935,593.9333333,0.9833333333,5.92031666,14.69100287
optimistic,0.3,25,net_markout_lift_over_random,120,9.501164086,3.933252249,-13.24570504,593.9333333,0.975,5.661506248,14.88307908
optimistic,0.3,50,net_markout_lift_over_random,120,9.329262564,3.365937708,-17.65381699,593.9333333,0.975,5.358147394,14.6458607
optimistic,0.3,100,net_markout_lift_over_random,120,7.773042032,3.240177091,-29.92958827,593.9333333,0.975,4.884774367,11.48055446
optimistic,0.4,0,net_markout_lift_over_random,119,8.752040616,4.099321546,-15.75740418,593.9333333,0.9663865546,6.280982371,11.67351526
optimistic,0.4,25,net_markout_lift_over_random,119,8.871281748,3.96809004,-14.42094673,593.9333333,0.9579831933,6.420811163,11.86981648
optimistic,0.4,50,net_markout_lift_over_random,119,8.038772707,3.865849863,-17.93970235,593.9333333,0.9411764706,5.712209489,10.95256678
optimistic,0.4,100,net_markout_lift_over_random,118,7.295104704,3.499484499,-30.9866929,593.9333333,0.906779661,4.882538449,10.38413962
optimistic,0.5,0,net_markout_lift_over_random,114,7.397409699,4.059197633,-34.41636101,123.75,0.9298245614,5.020902793,10.12778037
optimistic,0.5,25,net_markout_lift_over_random,112,7.482097808,4.005790855,-33.05828725,123.75,0.9017857143,5.148562335,10.03355486
optimistic,0.5,50,net_markout_lift_over_random,112,5.926747345,3.423512598,-35.49172517,123.75,0.8660714286,3.956515733,8.265815109
optimistic,0.5,100,net_markout_lift_over_random,112,5.339388795,2.942765908,-47.8157585,123.75,0.8303571429,3.252585687,7.756424658
optimistic,0.6,0,net_markout_lift_over_random,104,9.468229681,4.344771193,-52.04397312,189.75,0.9230769231,6.321833177,13.57458741
optimistic,0.6,25,net_markout_lift_over_random,101,9.507559429,3.912938046,-49.03002483,189.75,0.8910891089,5.91882769,13.53714104
optimistic,0.6,50,net_markout_lift_over_random,96,7.170846924,3.715252341,-53.10713952,189.75,0.8541666667,3.879022692,11.0565116
optimistic,0.6,100,net_markout_lift_over_random,91,5.862766335,3.533898649,-62.39152217,189.75,0.8351648352,2.562991119,9.906201652
optimistic,0.7,0,net_markout_lift_over_random,90,9.328355459,5.11189699,-102.5101229,189.75,0.9111111111,5.296597525,14.17658644
optimistic,0.7,25,net_markout_lift_over_random,84,10.12386497,5.244158737,-83.81984985,189.75,0.8928571429,5.335154966,15.08721987
optimistic,0.7,50,net_markout_lift_over_random,79,8.178668132,4.65361491,-85.37582553,189.75,0.835443038,4.218001633,13.68519314
optimistic,0.7,100,net_markout_lift_over_random,71,7.163179596,2.925701367,-86.68431631,189.75,0.7887323944,2.717266372,13.02807294
optimistic,0.8,0,net_markout_lift_over_random,60,8.175366831,5.029136343,-140.0527089,95.94195246,0.8166666667,2.503795045,13.25251817
optimistic,0.8,25,net_markout_lift_over_random,56,11.32074508,3.920039612,-84.90119698,238.7486322,0.75,4.062242862,19.81965204
optimistic,0.8,50,net_markout_lift_over_random,50,9.201014685,2.870131747,-88.99772893,238.7486322,0.7,1.594017099,17.79434992
optimistic,0.8,100,net_markout_lift_over_random,43,8.446905522,1.577311992,-88.99772893,238.7486322,0.6279069767,-0.479462408,19.34800307
optimistic,0.9,0,net_markout_lift_over_random,19,17.73260085,10.83025348,-152.6161837,238.7486322,0.7368421053,-6.935565901,45.50271335
optimistic,0.9,25,net_markout_lift_over_random,13,20.60445002,10.83025348,-152.6161837,238.7486322,0.6923076923,-16.00799539,59.26014935
optimistic,0.9,50,net_markout_lift_over_random,9,26.05656427,14.89448312,-152.6161837,238.7486322,0.6666666667,-27.0320883,89.06891817
optimistic,0.9,100,net_markout_lift_over_random,6,33.07087738,29.58255057,-152.6161837,238.7486322,0.5,-45.28649575,116.9290395
