signal,horizon_s,kind,population,rows,anchors,bootstrap_block_s,bootstrap_draws,raw_top_mean_ticks,raw_bottom_mean_ticks,raw_spread_ticks,raw_top_mean_bps,raw_bottom_mean_bps,raw_spread_bps,raw_edge_per_trade_bps,raw_block_spread_mean,raw_spread_p05,raw_spread_p95,raw_blocks,raw_blocks_same_sign,raw_block_sign_share,raw_resolved,raw_anchor_spread_ticks,raw_anchor_rows,raw_anchor_sign_agrees,demeaned_top_mean_ticks,demeaned_bottom_mean_ticks,demeaned_spread_ticks,demeaned_top_mean_bps,demeaned_bottom_mean_bps,demeaned_spread_bps,demeaned_edge_per_trade_bps,demeaned_block_spread_mean,demeaned_spread_p05,demeaned_spread_p95,demeaned_blocks,demeaned_blocks_same_sign,demeaned_block_sign_share,demeaned_resolved,demeaned_anchor_spread_ticks,demeaned_anchor_rows,demeaned_anchor_sign_agrees,raw_pivot_spread_ticks,demeaned_pivot_spread_ticks
obi_l5,2,cumulative,oof_scored_purged,2136328,106818,1800.0,500,27.1773048981426,-24.603123113002205,51.78042801114481,0.39496788364996666,-0.3567347956510006,0.7517026793009672,0.3758513396504836,52.387406652291425,47.86985839397277,56.54454829714492,120,120,1.0,True,49.97398025721276,21337,True,26.176430562666326,-25.393486584146043,51.56991714681237,0.38029802370988036,-0.3681771973935748,0.7484752211034551,0.37423761055172755,52.38740665229141,47.86985839397276,56.54454829714493,120,120,1.0,True,49.74184289519396,21337,True,,
obi_l5,2,cumulative,full_corpus,2570219,128515,1800.0,500,24.214227631205233,-22.01535082599933,46.22957845720457,0.35375525869443797,-0.32106716115085365,0.6748224198452917,0.33741120992264584,46.74095215870922,42.5425992056356,51.131126655192354,143,143,1.0,True,44.52197352590507,25708,True,23.382051203675275,-22.60986974828492,45.991920951960196,0.3415627237700471,-0.3296136842248807,0.6711764079949278,0.3355882039974639,46.74095215870922,42.542599205635604,51.131126655192354,143,143,1.0,True,44.261561006839415,25708,True,,
obi_l5,5,cumulative,oof_scored_purged,2135848,42720,1800.0,500,37.44617106150273,-30.74232272865604,68.18849379015877,0.5474558733498781,-0.44784493168903916,0.9953008050389173,0.49765040251945863,68.72493028036261,63.83142615298015,73.21270582613867,120,120,1.0,True,69.9612704723317,8583,True,34.939493499157095,-32.727416598862305,67.6669100980194,0.5107140253656128,-0.4765837540265053,0.9872977793921182,0.4936488896960591,68.72493028036261,63.83142615298015,73.21270582613867,120,120,1.0,True,69.5827975600966,8583,True,,
obi_l5,5,cumulative,full_corpus,2569979,51404,1800.0,500,34.20626310812967,-28.46803087961774,62.674293987747404,0.5032185784396587,-0.41793010350744586,0.9211486819471045,0.46057434097355227,63.02478507113508,58.81997110292496,67.90321400052602,143,142,0.993006993006993,True,64.12039035666257,10341,True,32.12612814982855,-29.956248233782578,62.082376383611134,0.47273904303183206,-0.43932302051506344,0.9120620635468955,0.4560310317734477,63.02478507113508,58.81997110292496,67.90321400052602,143,142,0.993006993006993,True,63.65061106722861,10341,True,,
obi_l5,10,cumulative,oof_scored_purged,2135048,21352,1800.0,500,44.94462633018585,-32.32693145359593,77.27155778378179,0.6600039880415562,-0.47245314514627895,1.1324571331878353,0.5662285665939176,77.3289656655452,71.23811915195392,83.35869289199132,120,120,1.0,True,68.69851246494127,4362,True,39.946506232221864,-36.28533331062759,76.23183954284946,0.5867505893059491,-0.5297421766520619,1.116492765958011,0.5582463829790055,77.3289656655452,71.23811915195392,83.35869289199135,120,120,1.0,True,67.49470773960334,4362,True,,
obi_l5,10,incremental,oof_scored_purged,2135048,21352,1800.0,500,7.5218356564748206,-1.5884944146507107,9.110330071125532,0.11287756609654098,-0.02466920360527224,0.13754676970181323,0.06877338485090662,8.621663930077569,6.054510371185743,11.470521720720463,120,94,0.7833333333333333,True,1.736723827912059,4362,True,5.014388938645067,-3.5757540019616285,8.590142940606695,0.07613707311440333,-0.053417648981126234,0.12955472209552957,0.06477736104776478,8.621663930077569,6.054510371185744,11.470521720720463,120,94,0.7833333333333333,True,1.1436574527178862,4362,True,68.16122771265626,67.64169660224276
obi_l5,10,cumulative,full_corpus,2569579,25699,1800.0,500,42.36722875811906,-31.265582313062836,73.63281107118189,0.6268385080101735,-0.46137837585485686,1.0882168838650303,0.5441084419325152,73.41099833592017,68.14119966867716,79.14111431210497,143,142,0.993006993006993,True,65.67109453756237,5234,True,38.22441225468167,-34.232515690378854,72.45692794506053,0.5661242135429215,-0.504025458228989,1.0701496717719106,0.5350748358859553,73.41099833592017,68.14119966867716,79.14111431210497,143,142,0.993006993006993,True,64.43557504757418,5234,True,,
obi_l5,10,incremental,full_corpus,2569579,25699,1800.0,500,8.18723755336496,-2.789492835405008,10.976730388769969,0.12398676180716414,-0.043335173211646566,0.1673219350188107,0.08366096750940535,10.40222042694275,8.10855359247281,12.952476662441189,143,118,0.8251748251748252,True,4.59857586822773,5234,True,6.108680379217989,-4.282414482447327,10.391094861665316,0.09352864243092926,-0.0647889270857547,0.15831756951668396,0.07915878475834198,10.402220426942751,8.10855359247281,12.95247666244119,143,118,0.8251748251748252,True,3.9873790297224714,5234,True,62.656080682411925,62.065833083395205
obi_l5,30,cumulative,oof_scored_purged,2131848,7108,1800.0,500,63.43475823701591,-33.480470014306825,96.91522825132273,0.9346153808149431,-0.4922467588177598,1.426862139632703,0.7134310698163515,94.33654654232288,83.97998020541964,106.50683545315026,120,118,0.9833333333333333,True,72.632080964712,1446,True,47.99458544430935,-45.78433631554887,93.77892175985822,0.7086344201514596,-0.6701233779635332,1.3787577981149928,0.6893788990574964,94.33654654232288,83.97998020541964,106.50683545315026,120,118,0.9833333333333333,True,70.89872736917454,1446,True,,
obi_l5,30,incremental,oof_scored_purged,2131848,7108,1800.0,500,25.89547996097268,-2.860485024743767,28.755964985716446,0.385828309348039,-0.046154946139141735,0.43198325548718075,0.21599162774359038,25.637782685807267,17.06532046786196,36.157373511426144,120,84,0.7,True,10.776937161944748,1446,True,13.020981117938328,-13.117346321001449,26.138327438939776,0.1974301839176237,-0.1944080680252117,0.3918382519428354,0.1959191259714177,25.637782685807263,17.065320467861955,36.157373511426144,120,84,0.7,True,9.315714806572801,1446,True,68.15926326560628,67.64059432091844
