signal,horizon_s,leg,rows,raw_mean_ticks,raw_mean_bps,demeaned_mean_ticks,demeaned_mean_bps,frac_favourable_for_leg
direction_p2_lightgbm,1,down_leg_bottom_decile,213649,-16.918272493669523,-0.24538029039339215,-17.20951886960232,-0.2496277312528916,0.3409985537025682
direction_p2_lightgbm,1,up_leg_positive_signal,1018763,8.951086759138288,0.12946638122365042,8.52215102161462,0.12318076704612478,0.2096414965993072
direction_p2_lightgbm,1,down_leg_negative_signal,1117725,-7.382012122838802,-0.10657094562229734,-7.767610227232258,-0.1121938393331001,0.2066867968417992
direction_p2_lightgbm,2,up_leg_top_decile,213632,23.95119644997004,0.3501988370050273,23.01885042558652,0.33651003161614473,0.41379100509287
direction_p2_lightgbm,2,down_leg_bottom_decile,213633,-21.615532244550234,-0.31482927533418054,-22.199755284707802,-0.3233482866392904,0.4057893677474922
direction_p2_lightgbm,2,up_leg_positive_signal,1018686,12.446950777766652,0.1806762151957146,11.588225026669637,0.1680922673987396,0.28372040059449133
direction_p2_lightgbm,2,down_leg_negative_signal,1117642,-9.789082729532355,-0.14176579285475957,-10.562203817964953,-0.1530391043071104,0.2781141009375095
direction_p2_lightgbm,5,up_leg_top_decile,213584,33.38470344220541,0.4912099900484718,31.051836396076066,0.456953177032803,0.498557944415312
direction_p2_lightgbm,5,down_leg_bottom_decile,213585,-27.966556640213497,-0.41011573397322443,-29.439650654742913,-0.4315947225984618,0.4890418334620877
direction_p2_lightgbm,5,up_leg_positive_signal,1018416,18.038685566605395,0.2633481060937213,15.892674640078097,0.2318954530391857,0.3812400826381361
direction_p2_lightgbm,5,down_leg_negative_signal,1117432,-12.549836142154511,-0.1826853197432805,-14.484419755519596,-0.2108966554948554,0.3699956686402394
direction_p2_lightgbm,10,up_leg_top_decile,213504,41.655568513938846,0.6156923743918157,37.01987828106521,0.5476223867292527,0.5440600644484412
direction_p2_lightgbm,10,down_leg_bottom_decile,213505,-31.33810683590548,-0.4620424252121667,-34.290806038289205,-0.505085935298543,0.5319734900821995
direction_p2_lightgbm,10,up_leg_positive_signal,1018003,22.852764186353085,0.33513274449545244,18.57577194586713,0.2724483934145032,0.4381548973824242
direction_p2_lightgbm,10,down_leg_negative_signal,1117045,-13.071130079808782,-0.19108275269636832,-16.928764345401103,-0.24733128707485716,0.42503480164183177
direction_p2_lightgbm,30,up_leg_top_decile,213184,59.89118085785049,0.8887505130178908,45.764767246218895,0.6814197335563327,0.5717220804563194
direction_p2_lightgbm,30,down_leg_bottom_decile,213185,-32.36602950489012,-0.4808348521920328,-41.660072650431545,-0.6161168646988978,0.5667847174988859
direction_p2_lightgbm,30,up_leg_positive_signal,1016387,35.24588173599229,0.5194722434236574,22.184026298997594,0.3281376030995667,0.49748668568173343
direction_p2_lightgbm,30,down_leg_negative_signal,1115461,-8.26430148611202,-0.12153784868678894,-20.213665863673647,-0.29563671653152707,0.4843432446315918
direction_p2_lightgbm,60,up_leg_top_decile,212704,69.55109212802768,1.0346374711898616,42.33464856693713,0.6354276611736561,0.5714043929592297
direction_p2_lightgbm,60,down_leg_bottom_decile,212705,-25.015784772337273,-0.3753283658331452,-43.13825221001036,-0.6390421665519997,0.5597705742695283
direction_p2_lightgbm,60,up_leg_positive_signal,1013682,45.403317312529964,0.6713905466033293,19.900632410092413,0.29786396665684,0.513605844831022
direction_p2_lightgbm,60,down_leg_negative_signal,1113366,5.402623665533167,0.07810137018265909,-18.118851179870134,-0.264649616454194,0.5019454518999144
direction_p2_lightgbm,120,up_leg_top_decile,211747,88.80939989704694,1.3212471049141052,36.07019568501086,0.5478061643341163,0.553075132115213
direction_p2_lightgbm,120,down_leg_bottom_decile,211747,-4.0460549618176405,-0.06540906178673446,-39.64240664715793,-0.5832203373892301,0.5371079637491912
direction_p2_lightgbm,120,up_leg_positive_signal,1009284,69.01503937444762,1.0197725463288494,18.83366041390868,0.2846198540011994,0.5155238763321325
direction_p2_lightgbm,120,down_leg_negative_signal,1108186,29.440467123749983,0.432229617435861,-17.152817412592665,-0.24714161129937262,0.5057733990503399
direction_p2_lightgbm,300,up_leg_top_decile,209047,156.26137423641575,2.3099627316225755,32.0136301325534,0.48507244554475193,0.5224088362904036
direction_p2_lightgbm,300,down_leg_bottom_decile,209047,45.16061459863093,0.6677032030072075,-39.6132239046266,-0.571979718049564,0.532593148909097
direction_p2_lightgbm,300,up_leg_positive_signal,996913,135.9040979503728,2.0070544720188987,13.926997262000372,0.21602168054174856,0.5145945533863036
direction_p2_lightgbm,300,down_leg_negative_signal,1093557,101.19537664703348,1.4938344977961784,-12.696187415427435,-0.17341405698237278,0.5014361391312936
